ID,Calories_Burned
TEST_0177,61.46
TEST_0178,173.57
TEST_0179,189.15
TEST_0180,45.46
TEST_0181,82.47
TEST_0182,69.34
TEST_0183,119.03
TEST_0184,130.09
TEST_0185,84.85
TEST_0186,11.92
TEST_0187,45.91
TEST_0188,151.55
TEST_0189,5.98
TEST_0190,40.84
TEST_0191,6.61
TEST_0192,166.11
TEST_0193,44.17
TEST_0194,175.84
TEST_0195,102.31
TEST_0196,6.71
TEST_0197,205.23
TEST_0198,4.28
TEST_0199,9.39
TEST_0200,7.95
TEST_0201,130.85
TEST_0202,25.31
TEST_0203,43.09
TEST_0204,98.07
TEST_0205,90.12
TEST_0206,146.37
TEST_0207,82.88
TEST_0208,14.89
TEST_0209,65.86
TEST_0210,59.39
TEST_0211,197.15
TEST_0212,176.3
TEST_0213,17.44
TEST_0214,48.6
TEST_0215,57.59
TEST_0216,86.04
TEST_0217,143.89
TEST_0218,40.0
TEST_0219,94.94
TEST_0220,158.35
TEST_0221,65.76
TEST_0222,135.99
TEST_0223,185.79
TEST_0224,80.15
TEST_0225,31.34
TEST_0226,68.22
TEST_0227,138.7
TEST_0228,56.44
TEST_0229,5.85
TEST_0230,57.74
TEST_0231,49.94
TEST_0232,66.11
TEST_0233,75.21
TEST_0234,12.25
TEST_0235,48.5
TEST_0236,129.61
TEST_0237,19.93
TEST_0238,147.78
TEST_0239,20.83
TEST_0240,17.13
TEST_0241,191.81
TEST_0242,90.3
TEST_0243,10.87
TEST_0244,42.03
TEST_0245,70.14
TEST_0246,46.86
TEST_0247,107.07
TEST_0248,42.4
TEST_0249,19.17
TEST_0250,53.71
TEST_0251,93.67
TEST_0252,38.68
TEST_0253,107.03
TEST_0254,114.65
TEST_0255,32.57
TEST_0256,9.62
TEST_0257,105.98
TEST_0258,137.55
TEST_0259,19.14
TEST_0260,19.72
TEST_0261,71.19
TEST_0262,51.17
TEST_0263,17.87
TEST_0264,25.91
TEST_0265,2.94
TEST_0266,55.14
TEST_0267,19.92
TEST_0268,63.87
TEST_0269,186.66
TEST_0270,97.12
TEST_0271,137.43
TEST_0272,18.18
TEST_0273,148.69
TEST_0274,22.44
TEST_0275,57.06
TEST_0276,81.98
TEST_0277,149.42
TEST_0278,8.36
TEST_0279,63.57
TEST_0280,182.98
TEST_0281,104.1
TEST_0282,31.74
TEST_0283,15.5
TEST_0284,178.58
TEST_0285,45.75
TEST_0286,38.85
TEST_0287,52.75
TEST_0288,99.88
TEST_0289,49.61
TEST_0290,168.87
TEST_0291,36.63
TEST_0292,73.63
TEST_0293,44.96
TEST_0294,126.58
TEST_0295,36.15
TEST_0296,76.97
TEST_0297,132.23
TEST_0298,133.54
TEST_0299,187.37
TEST_0300,222.43
TEST_0301,3.95
TEST_0302,223.84
TEST_0303,105.24
TEST_0304,65.47
TEST_0305,140.39
TEST_0306,56.47
TEST_0307,208.37
TEST_0308,185.02
TEST_0309,136.83
TEST_0310,84.23
TEST_0311,37.08
TEST_0312,168.98
TEST_0313,81.1
TEST_0314,186.35
TEST_0315,187.27
TEST_0316,243.13
TEST_0317,154.61
TEST_0318,57.47
TEST_0319,231.05
TEST_0320,206.47
TEST_0321,81.35
TEST_0322,172.3
TEST_0323,77.13
TEST_0324,44.86
TEST_0325,12.74
TEST_0326,88.15
TEST_0327,105.77
TEST_0328,84.95
TEST_0329,69.49
TEST_0330,11.28
TEST_0331,131.84
TEST_0332,9.87
TEST_0333,90.62
TEST_0334,39.13
TEST_0335,96.84
TEST_0336,104.66
TEST_0337,154.68
TEST_0338,97.2
TEST_0339,120.49
TEST_0340,25.94
TEST_0341,215.24
TEST_0342,82.22
TEST_0343,141.47
TEST_0344,90.49
TEST_0345,12.08
TEST_0346,28.77
TEST_0347,74.06
TEST_0348,26.25
TEST_0349,170.89
TEST_0350,184.93
TEST_0351,62.03
TEST_0352,131.96
TEST_0353,64.9
TEST_0354,65.67
TEST_0355,2.1
TEST_0356,163.22
TEST_0357,181.3
TEST_0358,121.92
TEST_0359,129.94
TEST_0360,73.77
TEST_0361,128.59
TEST_0362,135.71
TEST_0363,23.3
TEST_0364,166.94
TEST_0365,31.7
TEST_0366,132.13
TEST_0367,24.59
TEST_0368,213.07
TEST_0369,124.99
TEST_0370,26.04
TEST_0371,113.77
TEST_0372,91.35
TEST_0373,131.11
TEST_0374,20.13
TEST_0375,187.99
TEST_0376,215.24
TEST_0377,202.34
TEST_0378,51.29
TEST_0379,78.05
TEST_0380,154.13
TEST_0381,25.54
TEST_0382,29.65
TEST_0383,210.19
TEST_0384,5.86
TEST_0385,3.95
TEST_0386,169.34
TEST_0387,92.23
TEST_0388,117.0
TEST_0389,175.82
TEST_0390,173.91
TEST_0391,19.48
TEST_0392,115.17
TEST_0393,132.83
TEST_0394,33.9
TEST_0395,170.84
TEST_0396,94.56
TEST_0397,18.76
TEST_0398,113.4
TEST_0399,131.31
TEST_0400,86.39
TEST_0401,189.23
TEST_0402,152.56
TEST_0403,144.74
TEST_0404,116.06
TEST_0405,95.3
TEST_0406,18.76
TEST_0407,67.85
TEST_0408,168.94
TEST_0409,192.78
TEST_0410,105.82
TEST_0411,218.5
TEST_0412,7.83
TEST_0413,55.08
TEST_0414,165.19
TEST_0415,10.8
TEST_0416,54.66
TEST_0417,85.47
TEST_0418,21.45
TEST_0419,7.08
TEST_0420,156.78
TEST_0421,35.0
TEST_0422,87.43
TEST_0423,71.99
TEST_0424,136.93
TEST_0425,44.84
TEST_0426,43.16
TEST_0427,10.02
TEST_0428,67.83
TEST_0429,97.44
TEST_0430,105.34
TEST_0431,210.6
TEST_0432,56.94
TEST_0433,2.08
TEST_0434,177.22
TEST_0435,45.31
TEST_0436,53.84
TEST_0437,157.55
TEST_0438,48.22
TEST_0439,176.28
TEST_0440,217.64
TEST_0441,43.96
TEST_0442,47.83
TEST_0443,69.49
TEST_0444,217.89
TEST_0445,138.9
TEST_0446,161.93
TEST_0447,44.89
TEST_0448,90.65
TEST_0449,48.6
TEST_0450,101.5
TEST_0451,123.83
TEST_0452,78.43
TEST_0453,54.85
TEST_0454,34.34
TEST_0455,43.86
TEST_0456,121.46
TEST_0457,147.15
TEST_0458,177.89
TEST_0459,145.35
TEST_0460,88.16
TEST_0461,205.74
TEST_0462,72.3
TEST_0463,109.61
TEST_0464,93.94
TEST_0465,41.13
TEST_0466,100.85
TEST_0467,55.22
TEST_0468,143.52
TEST_0469,6.1
TEST_0470,91.94
TEST_0471,29.71
TEST_0472,49.0
TEST_0473,22.55
TEST_0474,172.0
TEST_0475,183.44
TEST_0476,25.41
TEST_0477,38.12
TEST_0478,25.62
TEST_0479,34.43
TEST_0480,40.78
TEST_0481,25.78
TEST_0482,184.17
TEST_0483,135.77
TEST_0484,57.37
TEST_0485,6.94
TEST_0486,3.13
TEST_0487,215.08
TEST_0488,20.32
TEST_0489,7.94
TEST_0490,189.66
TEST_0491,85.66
TEST_0492,78.16
TEST_0493,46.65
TEST_0494,90.99
TEST_0495,48.97
TEST_0496,23.31
TEST_0497,14.18
TEST_0498,132.97
TEST_0499,122.79
TEST_0500,16.45
TEST_0501,115.76
TEST_0502,171.64
TEST_0503,22.36
TEST_0504,99.62
TEST_0505,21.08
TEST_0506,162.6
TEST_0507,64.23
TEST_0508,180.48
TEST_0509,122.6
TEST_0510,70.86
TEST_0511,85.08
TEST_0512,32.32
TEST_0513,43.8
TEST_0514,61.9
TEST_0515,137.49
TEST_0516,150.64
TEST_0517,6.3
TEST_0518,179.49
TEST_0519,26.05
TEST_0520,58.81
TEST_0521,92.77
TEST_0522,208.65
TEST_0523,121.73
TEST_0524,99.27
TEST_0525,71.4
TEST_0526,111.96
TEST_0527,6.54
TEST_0528,170.05
TEST_0529,194.19
TEST_0530,70.3
TEST_0531,125.88
TEST_0532,29.12
TEST_0533,138.26
TEST_0534,105.46
TEST_0535,105.3
TEST_0536,5.14
TEST_0537,126.26
TEST_0538,63.73
TEST_0539,44.99
TEST_0540,125.31
TEST_0541,16.69
TEST_0542,140.31
TEST_0543,90.03
TEST_0544,83.76
TEST_0545,88.78
TEST_0546,19.94
TEST_0547,100.31
TEST_0548,180.37
TEST_0549,22.71
TEST_0550,43.56
TEST_0551,136.93
TEST_0552,115.99
TEST_0553,115.12
TEST_0554,70.87
TEST_0555,20.69
TEST_0556,150.06
TEST_0557,99.1
TEST_0558,205.28
TEST_0559,34.99
TEST_0560,3.57
TEST_0561,25.36
TEST_0562,191.45
TEST_0563,90.62
TEST_0564,54.67
TEST_0565,139.46
TEST_0566,32.62
TEST_0567,137.9
TEST_0568,3.39
TEST_0569,33.05
TEST_0570,36.53
TEST_0571,36.53
TEST_0572,24.9
TEST_0573,181.78
TEST_0574,51.7
TEST_0575,11.7
TEST_0576,13.91
TEST_0577,55.82
TEST_0578,24.9
TEST_0579,189.94
TEST_0580,85.97
TEST_0581,241.86
TEST_0582,89.95
TEST_0583,40.14
TEST_0584,88.91
TEST_0585,38.63
TEST_0586,108.48
TEST_0587,163.52
TEST_0588,164.55
TEST_0589,18.38
TEST_0590,152.49
TEST_0591,224.74
TEST_0592,28.18
TEST_0593,202.44
TEST_0594,73.39
TEST_0595,23.74
TEST_0596,9.04
TEST_0597,146.73
TEST_0598,144.78
TEST_0599,75.0
TEST_0600,186.52
TEST_0601,74.64
TEST_0602,242.64
TEST_0603,169.28
TEST_0604,149.59
TEST_0605,81.81
TEST_0606,123.63
TEST_0607,36.39
TEST_0608,108.36
TEST_0609,105.39
TEST_0610,59.85
TEST_0611,113.02
TEST_0612,123.48
TEST_0613,36.17
TEST_0614,20.96
TEST_0615,17.56
TEST_0616,89.27
TEST_0617,195.64
TEST_0618,27.79
TEST_0619,140.68
TEST_0620,204.4
TEST_0621,4.77
TEST_0622,34.4
TEST_0623,19.27
TEST_0624,62.72
TEST_0625,62.89
TEST_0626,97.3
TEST_0627,241.53
TEST_0628,91.73
TEST_0629,95.19
TEST_0630,23.16
TEST_0631,51.78
TEST_0632,202.89
TEST_0633,76.67
TEST_0634,42.05
TEST_0635,35.17
TEST_0636,148.19
TEST_0637,119.16
TEST_0638,47.05
TEST_0639,139.12
TEST_0640,25.7
TEST_0641,28.99
TEST_0642,84.41
TEST_0643,43.29
TEST_0644,6.7
TEST_0645,182.65
TEST_0646,68.61
TEST_0647,73.23
TEST_0648,27.99
TEST_0649,80.92
TEST_0650,80.59
TEST_0651,155.07
TEST_0652,91.09
TEST_0653,7.42
TEST_0654,11.2
TEST_0655,10.67
TEST_0656,108.31
TEST_0657,93.7
TEST_0658,8.97
TEST_0659,30.6
TEST_0660,12.94
TEST_0661,67.33
TEST_0662,97.29
TEST_0663,13.23
TEST_0664,90.2
TEST_0665,66.85
TEST_0666,160.66
TEST_0667,176.13
TEST_0668,68.21
TEST_0669,242.57
TEST_0670,136.07
TEST_0671,28.76
TEST_0672,109.29
TEST_0673,103.24
TEST_0674,75.6
TEST_0675,187.78
TEST_0676,19.21
TEST_0677,119.0
TEST_0678,66.36
TEST_0679,80.9
TEST_0680,3.03
TEST_0681,108.07
TEST_0682,162.16
TEST_0683,8.45
TEST_0684,9.75
TEST_0685,24.09
TEST_0686,167.22
TEST_0687,61.67
TEST_0688,90.6
TEST_0689,78.31
TEST_0690,248.6
TEST_0691,16.54
TEST_0692,223.58
TEST_0693,198.11
TEST_0694,126.89
TEST_0695,50.46
TEST_0696,125.62
TEST_0697,71.64
TEST_0698,76.4
TEST_0699,101.83
TEST_0700,154.89
TEST_0701,75.24
TEST_0702,59.93
TEST_0703,212.71
TEST_0704,69.68
TEST_0705,25.75
TEST_0706,120.41
TEST_0707,28.02
TEST_0708,6.74
TEST_0709,53.07
TEST_0710,67.68
TEST_0711,10.05
TEST_0712,45.01
TEST_0713,11.25
TEST_0714,162.95
TEST_0715,121.28
TEST_0716,10.56
TEST_0717,8.77
TEST_0718,130.43
TEST_0719,53.26
TEST_0720,108.07
TEST_0721,72.44
TEST_0722,128.86
TEST_0723,70.53
TEST_0724,111.51
TEST_0725,108.49
TEST_0726,35.68
TEST_0727,52.82
TEST_0728,177.92
TEST_0729,85.2
TEST_0730,217.69
TEST_0731,104.07
TEST_0732,6.8
TEST_0733,195.87
TEST_0734,74.38
TEST_0735,80.43
TEST_0736,50.2
TEST_0737,35.37
TEST_0738,148.52
TEST_0739,226.12
TEST_0740,129.08
TEST_0741,22.15
TEST_0742,54.81
TEST_0743,52.55
TEST_0744,44.25
TEST_0745,19.47
TEST_0746,16.71
TEST_0747,88.49
TEST_0748,213.87
TEST_0749,192.0
TEST_0750,75.48
TEST_0751,15.88
TEST_0752,3.99
TEST_0753,53.72
TEST_0754,88.85
TEST_0755,27.33
TEST_0756,180.67
TEST_0757,50.57
TEST_0758,29.24
TEST_0759,112.71
TEST_0760,85.54
TEST_0761,100.23
TEST_0762,89.77
TEST_0763,82.65
TEST_0764,57.95
TEST_0765,167.64
TEST_0766,4.0
TEST_0767,11.29
TEST_0768,88.8
TEST_0769,65.91
TEST_0770,7.54
TEST_0771,50.54
TEST_0772,165.06
TEST_0773,4.61
TEST_0774,138.89
TEST_0775,32.69
TEST_0776,216.56
TEST_0777,110.64
TEST_0778,174.58
TEST_0779,106.75
TEST_0780,217.39
TEST_0781,161.66
TEST_0782,19.25
TEST_0783,30.19
TEST_0784,137.33
TEST_0785,20.56
TEST_0786,92.26
TEST_0787,151.8
TEST_0788,88.71
TEST_0789,9.74
TEST_0790,146.09
TEST_0791,156.14
TEST_0792,32.1
TEST_0793,29.87
TEST_0794,158.37
TEST_0795,73.08
TEST_0796,47.78
TEST_0797,109.24
TEST_0798,3.89
TEST_0799,244.32
TEST_0800,77.19
TEST_0801,38.52
TEST_0802,26.88
TEST_0803,156.48
TEST_0804,3.51
TEST_0805,7.95
TEST_0806,79.78
TEST_0807,108.72
TEST_0808,80.97
TEST_0809,149.85
TEST_0810,74.52
TEST_0811,132.34
TEST_0812,143.08
TEST_0813,55.1
TEST_0814,63.51
TEST_0815,45.03
TEST_0816,8.85
TEST_0817,89.33
TEST_0818,57.28
TEST_0819,65.81
TEST_0820,7.35
TEST_0821,136.74
TEST_0822,100.9
TEST_0823,46.26
TEST_0824,62.36
TEST_0825,147.03
TEST_0826,73.98
TEST_0827,87.47
TEST_0828,41.02
TEST_0829,14.27
TEST_0830,103.28
TEST_0831,170.43
TEST_0832,9.73
TEST_0833,32.51
TEST_0834,72.87
TEST_0835,220.15
TEST_0836,123.44
TEST_0837,196.95
TEST_0838,197.64
TEST_0839,9.06
TEST_0840,240.47
TEST_0841,18.39
TEST_0842,154.65
TEST_0843,150.89
TEST_0844,117.9
TEST_0845,58.94
TEST_0846,32.65
TEST_0847,3.27
TEST_0848,171.56
TEST_0849,57.54
TEST_0850,38.11
TEST_0851,207.23
TEST_0852,3.86
TEST_0853,96.87
TEST_0854,48.9
TEST_0855,166.74
TEST_0856,34.5
TEST_0857,198.53
TEST_0858,77.67
TEST_0859,36.57
TEST_0860,169.15
TEST_0861,20.7
TEST_0862,94.5
TEST_0863,186.91
TEST_0864,124.58
TEST_0865,81.1
TEST_0866,7.12
TEST_0867,60.62
TEST_0868,58.16
TEST_0869,126.86
TEST_0870,164.01
TEST_0871,147.35
TEST_0872,125.32
TEST_0873,161.42
TEST_0874,183.86
TEST_0875,71.07
TEST_0876,49.24
TEST_0877,24.83
TEST_0878,174.95
TEST_0879,45.78
TEST_0880,99.77
TEST_0881,112.61
TEST_0882,45.59
TEST_0883,114.82
TEST_0884,83.37
TEST_0885,56.33
TEST_0886,43.31
TEST_0887,77.85
TEST_0888,6.33
TEST_0889,204.97
TEST_0890,97.01
TEST_0891,154.63
TEST_0892,98.8
TEST_0893,46.21
TEST_0894,165.22
TEST_0895,145.42
TEST_0896,90.94
TEST_0897,134.98
TEST_0898,53.85
TEST_0899,46.49
TEST_0900,142.74
TEST_0901,83.65
TEST_0902,2.95
TEST_0903,171.04
TEST_0904,32.69
TEST_0905,12.99
TEST_0906,114.09
TEST_0907,42.37
TEST_0908,59.26
TEST_0909,49.45
TEST_0910,138.39
TEST_0911,40.62
TEST_0912,168.4
TEST_0913,32.83
TEST_0914,14.39
TEST_0915,156.79
TEST_0916,156.83
TEST_0917,75.67
TEST_0918,2.93
TEST_0919,95.77
TEST_0920,57.18
TEST_0921,88.73
TEST_0922,203.72
TEST_0923,268.79
TEST_0924,8.08
TEST_0925,22.55
TEST_0926,76.1
TEST_0927,202.76
TEST_0928,160.97
TEST_0929,18.03
TEST_0930,106.3
TEST_0931,130.44
TEST_0932,35.43
TEST_0933,119.94
TEST_0934,112.79
TEST_0935,42.32
TEST_0936,100.88
TEST_0937,52.56
TEST_0938,137.71
TEST_0939,210.8
TEST_0940,5.77
TEST_0941,195.06
TEST_0942,15.62
TEST_0943,27.68
TEST_0944,104.85
TEST_0945,209.36
TEST_0946,146.59
TEST_0947,50.15
TEST_0948,72.02
TEST_0949,106.76
TEST_0950,87.01
TEST_0951,96.72
TEST_0952,12.73
TEST_0953,214.57
TEST_0954,149.26
TEST_0955,49.59
TEST_0956,100.52
TEST_0957,7.43
TEST_0958,143.15
TEST_0959,4.94
TEST_0960,7.61
TEST_0961,4.49
TEST_0962,87.1
TEST_0963,138.65
TEST_0964,23.37
TEST_0965,95.9
TEST_0966,194.51
TEST_0967,117.45
TEST_0968,7.25
TEST_0969,170.5
TEST_0970,192.82
TEST_0971,49.84
TEST_0972,135.8
TEST_0973,194.11
TEST_0974,8.44
TEST_0975,103.17
TEST_0976,102.2
TEST_0977,128.8
TEST_0978,130.69
TEST_0979,62.02
TEST_0980,40.14
TEST_0981,58.61
TEST_0982,16.0
TEST_0983,148.55
TEST_0984,62.3
TEST_0985,9.49
TEST_0986,181.28
TEST_0987,77.65
TEST_0988,58.12
TEST_0989,123.74
TEST_0990,26.29
TEST_0991,180.38
TEST_0992,176.66
TEST_0993,10.41
TEST_0994,38.14
TEST_0995,64.32
TEST_0996,47.91
TEST_0997,60.69
TEST_0998,160.37
TEST_0999,18.98
TEST_1000,49.17
TEST_1001,38.24
TEST_1002,45.42
TEST_1003,13.5
TEST_1004,36.47
TEST_1005,16.64
TEST_1006,130.98
TEST_1007,35.6
TEST_1008,101.57
TEST_1009,62.62
TEST_1010,32.6
TEST_1011,25.31
TEST_1012,45.32
TEST_1013,155.48
TEST_1014,48.25
TEST_1015,131.66
TEST_1016,93.52
TEST_1017,164.61
TEST_1018,23.41
TEST_1019,94.65
TEST_1020,145.31
TEST_1021,78.83
TEST_1022,131.89
TEST_1023,29.79
TEST_1024,170.34
TEST_1025,197.7
TEST_1026,7.52
TEST_1027,29.89
TEST_1028,61.62
TEST_1029,189.96
TEST_1030,159.23
TEST_1031,118.19
TEST_1032,83.45
TEST_1033,171.45
TEST_1034,85.8
TEST_1035,45.18
TEST_1036,130.54
TEST_1037,83.99
TEST_1038,118.23
TEST_1039,157.46
TEST_1040,105.05
TEST_1041,172.45
TEST_1042,218.09
TEST_1043,103.4
TEST_1044,223.79
TEST_1045,132.86
TEST_1046,4.4
TEST_1047,48.1
TEST_1048,19.01
TEST_1049,160.24
TEST_1050,14.55
TEST_1051,15.84
TEST_1052,89.86
TEST_1053,59.44
TEST_1054,93.61
TEST_1055,58.33
TEST_1056,94.06
TEST_1057,115.81
TEST_1058,56.68
TEST_1059,43.94
TEST_1060,8.71
TEST_1061,35.72
TEST_1062,3.27
TEST_1063,11.38
TEST_1064,75.63
TEST_1065,5.56
TEST_1066,162.32
TEST_1067,38.8
TEST_1068,66.52
TEST_1069,21.59
TEST_1070,120.82
TEST_1071,12.24
TEST_1072,56.67
TEST_1073,75.06
TEST_1074,167.57
TEST_1075,54.59
TEST_1076,9.6
TEST_1077,82.07
TEST_1078,44.62
TEST_1079,28.02
TEST_1080,159.25
TEST_1081,117.56
TEST_1082,59.94
TEST_1083,129.06
TEST_1084,13.99
TEST_1085,47.17
TEST_1086,115.65
TEST_1087,15.32
TEST_1088,174.87
TEST_1089,119.2
TEST_1090,204.03
TEST_1091,7.52
TEST_1092,94.52
TEST_1093,83.63
TEST_1094,108.69
TEST_1095,137.47
TEST_1096,11.25
TEST_1097,87.65
TEST_1098,27.23
TEST_1099,43.19
TEST_1100,63.38
TEST_1101,68.36
TEST_1102,31.05
TEST_1103,142.85
TEST_1104,128.85
TEST_1105,26.74
TEST_1106,62.27
TEST_1107,192.97
TEST_1108,155.99
TEST_1109,125.31
TEST_1110,78.39
TEST_1111,151.81
TEST_1112,79.33
TEST_1113,61.93
TEST_1114,123.09
TEST_1115,86.84
TEST_1116,126.76
TEST_1117,172.5
TEST_1118,134.56
TEST_1119,109.23
TEST_1120,57.41
TEST_1121,31.86
TEST_1122,81.08
TEST_1123,106.73
TEST_1124,144.46
TEST_1125,190.47
TEST_1126,148.2
TEST_1127,36.84
TEST_1128,12.91
TEST_1129,90.44
TEST_1130,26.29
TEST_1131,77.21
TEST_1132,124.68
TEST_1133,147.31
TEST_1134,64.8
TEST_1135,33.39
TEST_1136,252.88
TEST_1137,205.81
TEST_1138,136.45
TEST_1139,75.69
TEST_1140,32.62
TEST_1141,134.0
TEST_1142,125.38
TEST_1143,206.96
TEST_1144,8.01
TEST_1145,20.97
TEST_1146,8.99
TEST_1147,150.44
TEST_1148,175.57
TEST_1149,31.09
TEST_1150,158.12
TEST_1151,127.04
TEST_1152,10.72
TEST_1153,78.96
TEST_1154,56.73
TEST_1155,12.64
TEST_1156,178.32
TEST_1157,97.73
TEST_1158,124.0
TEST_1159,135.24
TEST_1160,58.56
TEST_1161,156.8
TEST_1162,147.36
TEST_1163,157.45
TEST_1164,97.14
TEST_1165,96.47
TEST_1166,156.02
TEST_1167,113.73
TEST_1168,19.84
TEST_1169,50.47
TEST_1170,8.97
TEST_1171,54.02
TEST_1172,19.19
TEST_1173,27.0
TEST_1174,137.22
TEST_1175,10.41
TEST_1176,12.67
TEST_1177,184.16
TEST_1178,76.41
TEST_1179,61.85
TEST_1180,65.0
TEST_1181,203.59
TEST_1182,3.95
TEST_1183,145.51
TEST_1184,26.8
TEST_1185,73.08
TEST_1186,8.4
TEST_1187,190.43
TEST_1188,198.14
TEST_1189,105.6
TEST_1190,32.61
TEST_1191,109.5
TEST_1192,182.09
TEST_1193,94.72
TEST_1194,59.63
TEST_1195,97.92
TEST_1196,9.81
TEST_1197,142.43
TEST_1198,198.89
TEST_1199,40.76
TEST_1200,82.57
TEST_1201,257.5
TEST_1202,103.18
TEST_1203,15.95
TEST_1204,123.92
TEST_1205,38.54
TEST_1206,11.24
TEST_1207,211.52
TEST_1208,133.06
TEST_1209,54.81
TEST_1210,138.39
TEST_1211,19.11
TEST_1212,34.05
TEST_1213,12.66
TEST_1214,62.75
TEST_1215,27.84
TEST_1216,145.79
TEST_1217,118.84
TEST_1218,8.82
TEST_1219,183.99
TEST_1220,56.91
TEST_1221,125.98
TEST_1222,183.83
TEST_1223,153.43
TEST_1224,68.87
TEST_1225,195.95
TEST_1226,190.22
TEST_1227,74.85
TEST_1228,71.34
TEST_1229,68.61
TEST_1230,107.83
TEST_1231,15.28
TEST_1232,75.63
TEST_1233,36.46
TEST_1234,10.45
TEST_1235,172.59
TEST_1236,136.98
TEST_1237,55.95
TEST_1238,101.0
TEST_1239,19.54
TEST_1240,195.25
TEST_1241,117.84
TEST_1242,178.72
TEST_1243,38.32
TEST_1244,8.66
TEST_1245,90.57
TEST_1246,23.81
TEST_1247,8.07
TEST_1248,7.94
TEST_1249,120.1
TEST_1250,86.38
TEST_1251,60.19
TEST_1252,27.67
TEST_1253,94.91
TEST_1254,114.86
TEST_1255,104.64
TEST_1256,204.44
TEST_1257,25.14
TEST_1258,140.11
TEST_1259,41.81
TEST_1260,38.22
TEST_1261,156.1
TEST_1262,57.9
TEST_1263,37.28
TEST_1264,47.54
TEST_1265,52.42
TEST_1266,162.01
TEST_1267,197.73
TEST_1268,44.93
TEST_1269,170.44
