ID,Calories_Burned
TEST_0103,170.04
TEST_0104,59.85
TEST_0105,163.75
TEST_0106,36.75
TEST_0107,20.92
TEST_0108,186.52
TEST_0109,29.07
TEST_0110,113.0
TEST_0111,184.87
TEST_0112,46.09
TEST_0113,147.64
TEST_0114,57.61
TEST_0115,82.97
TEST_0116,78.88
TEST_0117,63.35
TEST_0118,14.46
TEST_0119,6.76
TEST_0120,177.63
TEST_0121,50.13
TEST_0122,41.42
TEST_0123,18.98
TEST_0124,32.34
TEST_0125,101.94
TEST_0126,46.79
TEST_0127,56.99
TEST_0128,104.45
TEST_0129,76.14
TEST_0130,59.28
TEST_0131,194.28
TEST_0132,68.5
TEST_0133,134.3
TEST_0134,108.46
TEST_0135,74.2
TEST_0136,75.8
TEST_0137,64.2
TEST_0138,169.88
TEST_0139,22.83
TEST_0140,111.14
TEST_0141,16.33
TEST_0142,110.5
TEST_0143,38.64
TEST_0144,11.69
TEST_0145,33.82
TEST_0146,158.41
TEST_0147,83.53
TEST_0148,122.06
TEST_0149,87.62
TEST_0150,41.61
TEST_0151,82.74
TEST_0152,67.68
TEST_0153,19.58
TEST_0154,97.15
TEST_0155,57.73
TEST_0156,132.8
TEST_0157,38.9
TEST_0158,195.24
TEST_0159,41.24
TEST_0160,132.63
TEST_0161,103.09
TEST_0162,117.06
TEST_0163,147.71
TEST_0164,56.93
TEST_0165,31.99
TEST_0166,42.18
TEST_0167,125.03
TEST_0168,207.78
TEST_0169,109.92
TEST_0170,74.29
TEST_0171,75.2
TEST_0172,5.9
TEST_0173,78.05
TEST_0174,15.63
TEST_0175,48.72
TEST_0176,9.98
TEST_0177,60.43
TEST_0178,175.94
TEST_0179,189.69
TEST_0180,45.39
TEST_0181,84.23
TEST_0182,69.19
TEST_0183,116.67
TEST_0184,129.11
TEST_0185,85.33
TEST_0186,12.32
TEST_0187,45.67
TEST_0188,155.25
TEST_0189,6.28
TEST_0190,41.4
TEST_0191,6.72
TEST_0192,160.22
TEST_0193,43.49
TEST_0194,175.44
TEST_0195,101.45
TEST_0196,7.36
TEST_0197,202.41
TEST_0198,4.41
TEST_0199,9.96
TEST_0200,7.77
TEST_0201,135.95
TEST_0202,25.77
TEST_0203,40.95
TEST_0204,96.15
TEST_0205,89.4
TEST_0206,147.75
TEST_0207,79.71
TEST_0208,15.34
TEST_0209,66.18
TEST_0210,58.96
TEST_0211,197.71
TEST_0212,169.44
TEST_0213,17.16
TEST_0214,48.45
TEST_0215,58.69
TEST_0216,87.48
TEST_0217,144.47
TEST_0218,40.17
TEST_0219,93.51
TEST_0220,157.84
TEST_0221,66.92
TEST_0222,132.53
TEST_0223,185.79
TEST_0224,79.47
TEST_0225,32.3
TEST_0226,68.38
TEST_0227,135.59
TEST_0228,59.18
TEST_0229,6.13
TEST_0230,57.33
TEST_0231,49.2
TEST_0232,63.97
TEST_0233,74.69
TEST_0234,12.25
TEST_0235,50.15
TEST_0236,127.4
TEST_0237,20.46
TEST_0238,149.56
TEST_0239,20.46
TEST_0240,15.88
TEST_0241,194.38
TEST_0242,88.37
TEST_0243,10.77
TEST_0244,40.65
TEST_0245,70.74
TEST_0246,44.63
TEST_0247,107.97
TEST_0248,43.04
TEST_0249,19.42
TEST_0250,53.62
TEST_0251,95.13
TEST_0252,37.11
TEST_0253,108.38
TEST_0254,111.43
TEST_0255,34.47
TEST_0256,9.9
TEST_0257,105.41
TEST_0258,133.61
TEST_0259,19.0
TEST_0260,20.67
TEST_0261,70.61
TEST_0262,51.9
TEST_0263,19.38
TEST_0264,26.43
TEST_0265,2.61
TEST_0266,56.31
TEST_0267,19.99
TEST_0268,63.25
TEST_0269,186.11
TEST_0270,98.07
TEST_0271,137.17
TEST_0272,18.41
TEST_0273,152.51
TEST_0274,22.14
TEST_0275,56.8
TEST_0276,82.14
TEST_0277,149.12
TEST_0278,8.83
TEST_0279,62.84
TEST_0280,181.56
TEST_0281,103.8
TEST_0282,32.57
TEST_0283,15.69
TEST_0284,177.96
TEST_0285,45.32
TEST_0286,41.09
TEST_0287,52.62
TEST_0288,99.54
TEST_0289,49.02
TEST_0290,166.18
TEST_0291,37.44
TEST_0292,73.12
TEST_0293,45.96
TEST_0294,122.4
TEST_0295,35.26
TEST_0296,78.83
TEST_0297,132.56
TEST_0298,133.18
TEST_0299,188.77
TEST_0300,224.45
TEST_0301,3.87
TEST_0302,227.15
TEST_0303,105.66
TEST_0304,66.78
TEST_0305,142.16
TEST_0306,59.5
TEST_0307,210.6
TEST_0308,183.3
TEST_0309,135.21
TEST_0310,82.82
TEST_0311,38.6
TEST_0312,172.47
TEST_0313,78.77
TEST_0314,185.64
TEST_0315,187.86
TEST_0316,241.53
TEST_0317,156.16
TEST_0318,56.98
TEST_0319,242.27
TEST_0320,211.89
TEST_0321,79.85
TEST_0322,171.21
TEST_0323,78.46
TEST_0324,44.96
TEST_0325,12.64
TEST_0326,89.19
TEST_0327,105.68
TEST_0328,85.54
TEST_0329,71.7
TEST_0330,10.87
TEST_0331,129.4
TEST_0332,9.88
TEST_0333,90.8
TEST_0334,38.41
TEST_0335,97.08
TEST_0336,105.12
TEST_0337,159.45
TEST_0338,96.33
TEST_0339,120.29
TEST_0340,26.01
TEST_0341,212.85
TEST_0342,82.35
TEST_0343,140.49
TEST_0344,91.67
TEST_0345,12.16
TEST_0346,30.56
TEST_0347,72.91
TEST_0348,26.32
TEST_0349,166.1
TEST_0350,186.83
TEST_0351,62.68
TEST_0352,131.82
TEST_0353,61.49
TEST_0354,65.13
TEST_0355,2.12
TEST_0356,162.93
TEST_0357,182.1
TEST_0358,118.59
TEST_0359,126.92
TEST_0360,71.14
TEST_0361,130.53
TEST_0362,135.72
TEST_0363,24.54
TEST_0364,167.29
TEST_0365,31.31
TEST_0366,132.8
TEST_0367,24.49
TEST_0368,215.58
TEST_0369,127.71
TEST_0370,25.45
TEST_0371,114.55
TEST_0372,90.25
TEST_0373,132.88
TEST_0374,20.4
TEST_0375,185.94
TEST_0376,213.1
TEST_0377,204.17
TEST_0378,51.03
TEST_0379,77.57
TEST_0380,152.85
TEST_0381,24.04
TEST_0382,29.26
TEST_0383,207.79
TEST_0384,6.09
TEST_0385,3.93
TEST_0386,169.22
TEST_0387,91.53
TEST_0388,114.97
TEST_0389,172.84
TEST_0390,171.67
TEST_0391,19.89
TEST_0392,116.12
TEST_0393,135.08
TEST_0394,33.9
TEST_0395,166.57
TEST_0396,95.83
TEST_0397,20.76
TEST_0398,115.64
TEST_0399,130.02
TEST_0400,90.11
TEST_0401,189.0
TEST_0402,154.1
TEST_0403,145.84
TEST_0404,120.32
TEST_0405,94.65
TEST_0406,18.82
TEST_0407,66.04
TEST_0408,165.41
TEST_0409,193.43
TEST_0410,106.76
TEST_0411,219.8
TEST_0412,7.56
TEST_0413,55.25
TEST_0414,166.33
TEST_0415,10.36
TEST_0416,54.67
TEST_0417,86.77
TEST_0418,23.08
TEST_0419,7.02
TEST_0420,158.4
TEST_0421,35.36
TEST_0422,86.14
TEST_0423,67.98
TEST_0424,139.12
TEST_0425,45.44
TEST_0426,41.98
TEST_0427,9.95
TEST_0428,66.17
TEST_0429,97.67
TEST_0430,108.29
TEST_0431,213.39
TEST_0432,57.21
TEST_0433,2.14
TEST_0434,179.73
TEST_0435,43.63
TEST_0436,52.79
TEST_0437,159.91
TEST_0438,48.1
TEST_0439,179.55
TEST_0440,215.87
TEST_0441,46.22
TEST_0442,48.55
TEST_0443,69.87
TEST_0444,217.93
TEST_0445,141.98
TEST_0446,159.34
TEST_0447,44.5
TEST_0448,91.23
TEST_0449,48.93
TEST_0450,101.84
TEST_0451,121.34
TEST_0452,77.67
TEST_0453,55.27
TEST_0454,32.63
TEST_0455,42.22
TEST_0456,118.9
TEST_0457,147.48
TEST_0458,177.42
TEST_0459,143.58
TEST_0460,88.12
TEST_0461,206.75
TEST_0462,71.85
TEST_0463,110.04
TEST_0464,93.19
TEST_0465,43.71
TEST_0466,101.81
TEST_0467,56.46
TEST_0468,143.48
TEST_0469,5.92
TEST_0470,90.22
TEST_0471,30.65
TEST_0472,49.41
TEST_0473,22.29
TEST_0474,177.51
TEST_0475,184.51
TEST_0476,24.87
TEST_0477,38.33
TEST_0478,25.5
TEST_0479,36.05
TEST_0480,41.31
TEST_0481,25.2
TEST_0482,184.18
TEST_0483,134.46
TEST_0484,59.3
TEST_0485,7.03
TEST_0486,3.02
TEST_0487,214.04
TEST_0488,20.56
TEST_0489,7.77
TEST_0490,191.5
TEST_0491,86.45
TEST_0492,77.54
TEST_0493,46.16
TEST_0494,90.06
TEST_0495,49.95
TEST_0496,22.95
TEST_0497,14.24
TEST_0498,132.8
TEST_0499,120.48
TEST_0500,16.31
TEST_0501,114.08
TEST_0502,174.67
TEST_0503,21.86
TEST_0504,101.71
TEST_0505,21.16
TEST_0506,159.44
TEST_0507,66.64
TEST_0508,180.93
TEST_0509,122.59
TEST_0510,71.25
TEST_0511,85.59
TEST_0512,34.47
TEST_0513,42.85
TEST_0514,60.65
TEST_0515,141.54
TEST_0516,153.14
TEST_0517,6.54
TEST_0518,182.99
TEST_0519,26.11
TEST_0520,59.05
TEST_0521,91.18
TEST_0522,205.09
TEST_0523,120.03
TEST_0524,100.45
TEST_0525,71.97
TEST_0526,113.48
TEST_0527,6.83
TEST_0528,173.76
TEST_0529,196.7
TEST_0530,70.62
TEST_0531,129.71
TEST_0532,28.81
TEST_0533,138.04
TEST_0534,103.57
TEST_0535,106.32
TEST_0536,5.26
TEST_0537,124.39
TEST_0538,62.08
TEST_0539,43.37
TEST_0540,124.93
TEST_0541,16.49
TEST_0542,139.4
TEST_0543,93.84
TEST_0544,84.37
TEST_0545,87.81
TEST_0546,21.28
TEST_0547,99.6
TEST_0548,178.1
TEST_0549,22.48
TEST_0550,44.42
TEST_0551,136.71
TEST_0552,114.84
TEST_0553,115.14
TEST_0554,69.65
TEST_0555,21.28
TEST_0556,146.99
TEST_0557,97.91
TEST_0558,205.24
TEST_0559,36.95
TEST_0560,3.55
TEST_0561,25.04
TEST_0562,190.97
TEST_0563,90.07
TEST_0564,55.39
TEST_0565,135.09
TEST_0566,32.76
TEST_0567,134.69
TEST_0568,3.35
TEST_0569,32.22
TEST_0570,36.52
TEST_0571,36.17
TEST_0572,24.69
TEST_0573,181.05
TEST_0574,51.9
TEST_0575,11.38
TEST_0576,14.37
TEST_0577,55.63
TEST_0578,24.62
TEST_0579,192.78
TEST_0580,85.35
TEST_0581,241.45
TEST_0582,89.26
TEST_0583,40.11
TEST_0584,88.93
TEST_0585,39.24
TEST_0586,107.31
TEST_0587,162.71
TEST_0588,163.9
TEST_0589,18.69
TEST_0590,151.75
TEST_0591,224.26
TEST_0592,26.69
TEST_0593,203.04
TEST_0594,73.18
TEST_0595,23.71
TEST_0596,9.94
TEST_0597,145.44
TEST_0598,144.71
TEST_0599,74.57
TEST_0600,189.79
TEST_0601,72.5
TEST_0602,243.06
TEST_0603,166.82
TEST_0604,146.65
TEST_0605,82.42
TEST_0606,121.87
TEST_0607,36.6
TEST_0608,106.78
TEST_0609,104.65
TEST_0610,60.26
TEST_0611,112.58
TEST_0612,124.04
TEST_0613,35.02
TEST_0614,20.88
TEST_0615,16.2
TEST_0616,88.45
TEST_0617,196.62
TEST_0618,28.19
TEST_0619,140.91
TEST_0620,198.6
TEST_0621,4.96
TEST_0622,33.64
TEST_0623,19.96
TEST_0624,60.72
TEST_0625,64.08
TEST_0626,96.61
TEST_0627,246.11
TEST_0628,90.84
TEST_0629,92.9
TEST_0630,23.21
TEST_0631,52.19
TEST_0632,205.51
TEST_0633,77.78
TEST_0634,42.07
TEST_0635,35.49
TEST_0636,149.48
TEST_0637,116.92
TEST_0638,47.76
TEST_0639,135.84
TEST_0640,25.65
TEST_0641,29.0
TEST_0642,83.6
TEST_0643,43.86
TEST_0644,6.86
TEST_0645,187.53
TEST_0646,69.25
TEST_0647,74.53
TEST_0648,27.98
TEST_0649,84.76
TEST_0650,81.72
TEST_0651,157.36
TEST_0652,89.01
TEST_0653,7.62
TEST_0654,11.01
TEST_0655,9.77
TEST_0656,108.49
TEST_0657,92.27
TEST_0658,8.68
TEST_0659,30.28
TEST_0660,12.39
TEST_0661,66.26
TEST_0662,96.71
TEST_0663,13.04
TEST_0664,92.09
TEST_0665,66.38
TEST_0666,164.49
TEST_0667,178.1
TEST_0668,69.36
TEST_0669,249.36
TEST_0670,134.79
TEST_0671,28.57
TEST_0672,104.47
TEST_0673,104.34
TEST_0674,75.48
TEST_0675,187.79
TEST_0676,18.87
TEST_0677,119.64
TEST_0678,67.14
TEST_0679,78.43
TEST_0680,2.92
TEST_0681,106.75
TEST_0682,162.31
TEST_0683,8.0
TEST_0684,10.09
TEST_0685,23.99
TEST_0686,166.81
TEST_0687,60.61
TEST_0688,89.61
TEST_0689,76.87
TEST_0690,251.8
TEST_0691,16.37
TEST_0692,224.94
TEST_0693,197.55
TEST_0694,127.89
TEST_0695,50.81
TEST_0696,124.19
TEST_0697,72.78
TEST_0698,75.02
TEST_0699,102.46
TEST_0700,157.68
TEST_0701,75.48
TEST_0702,59.49
TEST_0703,213.09
TEST_0704,72.56
TEST_0705,25.34
TEST_0706,122.09
TEST_0707,27.74
TEST_0708,6.68
TEST_0709,53.52
TEST_0710,67.0
TEST_0711,9.43
TEST_0712,44.95
TEST_0713,11.53
TEST_0714,163.84
TEST_0715,117.65
TEST_0716,10.52
TEST_0717,8.83
TEST_0718,138.71
TEST_0719,54.75
TEST_0720,106.63
TEST_0721,72.64
TEST_0722,132.89
TEST_0723,70.7
TEST_0724,109.41
TEST_0725,107.44
TEST_0726,35.79
TEST_0727,53.73
TEST_0728,183.66
TEST_0729,83.77
TEST_0730,215.58
TEST_0731,100.53
TEST_0732,6.82
TEST_0733,194.31
TEST_0734,73.87
TEST_0735,78.69
TEST_0736,50.67
TEST_0737,34.87
TEST_0738,149.83
TEST_0739,224.11
TEST_0740,130.44
TEST_0741,21.05
TEST_0742,55.22
TEST_0743,53.18
TEST_0744,44.85
TEST_0745,19.42
TEST_0746,16.46
TEST_0747,87.77
TEST_0748,214.95
TEST_0749,192.8
TEST_0750,74.43
TEST_0751,15.5
TEST_0752,3.99
TEST_0753,54.65
TEST_0754,92.25
TEST_0755,26.93
TEST_0756,179.34
TEST_0757,51.12
TEST_0758,28.86
TEST_0759,113.51
TEST_0760,85.19
TEST_0761,101.26
TEST_0762,91.11
TEST_0763,86.76
TEST_0764,59.92
TEST_0765,164.97
TEST_0766,3.94
TEST_0767,11.24
TEST_0768,86.72
TEST_0769,65.32
TEST_0770,7.54
TEST_0771,47.71
TEST_0772,165.28
TEST_0773,4.62
TEST_0774,144.94
TEST_0775,32.36
TEST_0776,214.07
TEST_0777,110.9
TEST_0778,174.87
TEST_0779,107.11
TEST_0780,218.15
TEST_0781,161.54
TEST_0782,20.19
TEST_0783,30.44
TEST_0784,134.1
TEST_0785,21.22
TEST_0786,92.74
TEST_0787,152.07
TEST_0788,93.17
TEST_0789,9.56
TEST_0790,141.99
TEST_0791,155.64
TEST_0792,31.35
TEST_0793,30.42
TEST_0794,155.32
TEST_0795,70.98
TEST_0796,45.22
TEST_0797,112.78
TEST_0798,3.97
TEST_0799,245.71
TEST_0800,79.59
TEST_0801,39.25
TEST_0802,26.46
TEST_0803,154.39
TEST_0804,3.7
TEST_0805,8.02
TEST_0806,78.28
TEST_0807,111.0
TEST_0808,76.03
TEST_0809,148.74
TEST_0810,73.48
TEST_0811,133.0
TEST_0812,142.8
TEST_0813,54.73
TEST_0814,62.24
TEST_0815,44.71
TEST_0816,8.83
TEST_0817,87.95
TEST_0818,58.11
TEST_0819,63.57
TEST_0820,7.21
TEST_0821,135.74
TEST_0822,101.11
TEST_0823,45.67
TEST_0824,61.76
TEST_0825,144.96
TEST_0826,74.25
TEST_0827,87.55
TEST_0828,41.66
TEST_0829,14.17
TEST_0830,101.79
TEST_0831,172.18
TEST_0832,9.16
TEST_0833,31.91
TEST_0834,73.18
TEST_0835,225.25
TEST_0836,122.97
TEST_0837,200.52
TEST_0838,195.91
TEST_0839,9.44
TEST_0840,245.19
TEST_0841,18.51
TEST_0842,155.69
TEST_0843,150.17
TEST_0844,118.92
TEST_0845,58.27
TEST_0846,33.07
TEST_0847,3.27
TEST_0848,171.61
TEST_0849,57.22
TEST_0850,37.81
TEST_0851,206.01
TEST_0852,3.64
TEST_0853,98.46
TEST_0854,48.47
TEST_0855,168.88
TEST_0856,32.81
TEST_0857,199.17
TEST_0858,75.6
TEST_0859,36.75
TEST_0860,167.56
TEST_0861,20.18
TEST_0862,92.3
TEST_0863,188.07
TEST_0864,126.36
TEST_0865,81.71
TEST_0866,7.17
TEST_0867,61.03
TEST_0868,58.24
TEST_0869,129.73
TEST_0870,163.55
TEST_0871,145.85
TEST_0872,124.19
TEST_0873,163.41
TEST_0874,187.03
TEST_0875,72.4
TEST_0876,49.45
TEST_0877,24.41
TEST_0878,174.63
TEST_0879,44.3
TEST_0880,106.26
TEST_0881,112.85
TEST_0882,45.19
TEST_0883,115.02
TEST_0884,84.78
TEST_0885,56.65
TEST_0886,44.01
TEST_0887,79.33
TEST_0888,6.89
TEST_0889,202.88
TEST_0890,95.85
TEST_0891,153.8
TEST_0892,97.01
TEST_0893,45.97
TEST_0894,167.59
TEST_0895,144.7
TEST_0896,86.3
TEST_0897,135.01
TEST_0898,54.54
TEST_0899,44.98
TEST_0900,142.11
TEST_0901,84.53
TEST_0902,2.99
TEST_0903,171.74
TEST_0904,33.67
TEST_0905,13.02
TEST_0906,115.24
TEST_0907,42.8
TEST_0908,58.81
TEST_0909,49.63
TEST_0910,137.47
TEST_0911,41.29
TEST_0912,167.69
TEST_0913,31.75
TEST_0914,12.78
TEST_0915,161.98
TEST_0916,156.66
TEST_0917,75.92
TEST_0918,3.24
TEST_0919,97.94
TEST_0920,55.87
TEST_0921,89.18
TEST_0922,204.26
TEST_0923,266.24
TEST_0924,8.37
TEST_0925,22.36
TEST_0926,78.19
TEST_0927,202.53
TEST_0928,162.55
TEST_0929,18.27
TEST_0930,107.35
TEST_0931,129.73
TEST_0932,34.3
TEST_0933,119.44
TEST_0934,115.09
TEST_0935,42.88
TEST_0936,101.43
TEST_0937,52.8
TEST_0938,138.8
TEST_0939,217.0
TEST_0940,5.09
TEST_0941,197.48
TEST_0942,16.62
TEST_0943,27.73
TEST_0944,104.91
TEST_0945,206.83
TEST_0946,146.51
TEST_0947,50.5
TEST_0948,72.0
TEST_0949,105.66
TEST_0950,87.27
TEST_0951,95.92
TEST_0952,12.63
TEST_0953,207.08
TEST_0954,147.81
TEST_0955,49.24
TEST_0956,100.43
TEST_0957,7.29
TEST_0958,147.81
TEST_0959,5.03
TEST_0960,7.05
TEST_0961,4.57
TEST_0962,87.04
TEST_0963,140.2
TEST_0964,23.28
TEST_0965,96.99
TEST_0966,197.25
TEST_0967,111.99
TEST_0968,7.28
TEST_0969,173.16
TEST_0970,192.13
TEST_0971,51.43
TEST_0972,137.07
TEST_0973,193.12
TEST_0974,8.74
TEST_0975,100.82
TEST_0976,102.08
TEST_0977,125.61
TEST_0978,131.75
TEST_0979,62.42
TEST_0980,38.69
TEST_0981,58.73
TEST_0982,16.38
TEST_0983,148.8
TEST_0984,62.62
TEST_0985,9.42
TEST_0986,182.28
TEST_0987,78.05
TEST_0988,56.47
TEST_0989,122.81
TEST_0990,26.06
TEST_0991,179.75
TEST_0992,175.69
TEST_0993,10.59
TEST_0994,37.33
TEST_0995,64.5
TEST_0996,48.53
TEST_0997,64.06
TEST_0998,159.5
TEST_0999,18.99
TEST_1000,50.61
TEST_1001,37.78
TEST_1002,45.58
TEST_1003,13.21
TEST_1004,36.23
TEST_1005,17.19
TEST_1006,131.33
TEST_1007,37.53
TEST_1008,103.48
TEST_1009,64.53
TEST_1010,32.5
TEST_1011,26.34
TEST_1012,44.67
TEST_1013,156.32
TEST_1014,47.31
TEST_1015,132.56
TEST_1016,91.19
TEST_1017,165.19
TEST_1018,22.82
TEST_1019,94.79
TEST_1020,144.91
TEST_1021,76.21
TEST_1022,131.05
TEST_1023,29.56
TEST_1024,171.93
TEST_1025,197.55
TEST_1026,7.79
TEST_1027,30.74
TEST_1028,61.31
TEST_1029,192.0
TEST_1030,161.0
TEST_1031,121.1
TEST_1032,78.69
TEST_1033,173.28
TEST_1034,87.14
TEST_1035,44.64
TEST_1036,131.73
TEST_1037,85.03
TEST_1038,118.79
TEST_1039,156.48
TEST_1040,105.27
TEST_1041,172.5
TEST_1042,226.84
TEST_1043,103.41
TEST_1044,216.6
TEST_1045,137.41
TEST_1046,4.48
TEST_1047,48.28
TEST_1048,19.0
TEST_1049,161.29
TEST_1050,14.91
TEST_1051,15.98
TEST_1052,88.45
TEST_1053,59.19
TEST_1054,92.49
TEST_1055,59.78
TEST_1056,93.8
TEST_1057,115.22
TEST_1058,58.05
TEST_1059,44.06
TEST_1060,8.4
TEST_1061,35.52
TEST_1062,3.26
TEST_1063,9.93
TEST_1064,78.2
TEST_1065,5.48
TEST_1066,164.45
TEST_1067,37.78
TEST_1068,64.15
TEST_1069,22.25
TEST_1070,120.39
TEST_1071,12.77
TEST_1072,56.52
TEST_1073,73.61
TEST_1074,169.38
TEST_1075,55.51
TEST_1076,8.77
TEST_1077,82.05
TEST_1078,44.45
TEST_1079,32.14
TEST_1080,159.47
TEST_1081,117.21
TEST_1082,59.86
TEST_1083,126.63
TEST_1084,14.11
TEST_1085,48.58
TEST_1086,117.79
TEST_1087,15.28
TEST_1088,174.55
TEST_1089,118.29
TEST_1090,212.13
TEST_1091,7.57
TEST_1092,92.59
TEST_1093,77.82
TEST_1094,109.76
TEST_1095,138.91
TEST_1096,10.97
TEST_1097,87.79
TEST_1098,26.68
TEST_1099,43.12
TEST_1100,63.75
TEST_1101,68.05
TEST_1102,31.8
TEST_1103,142.29
TEST_1104,128.5
TEST_1105,26.89
TEST_1106,61.73
TEST_1107,193.11
TEST_1108,157.4
TEST_1109,127.03
TEST_1110,79.83
TEST_1111,149.45
TEST_1112,79.26
TEST_1113,61.24
TEST_1114,126.52
TEST_1115,87.87
TEST_1116,127.54
TEST_1117,172.08
TEST_1118,138.74
TEST_1119,109.31
TEST_1120,55.14
TEST_1121,32.56
TEST_1122,80.98
TEST_1123,104.43
TEST_1124,143.71
TEST_1125,190.33
TEST_1126,149.66
TEST_1127,36.39
TEST_1128,12.45
TEST_1129,90.76
TEST_1130,26.56
TEST_1131,77.37
TEST_1132,124.15
TEST_1133,148.41
TEST_1134,64.38
TEST_1135,33.14
TEST_1136,253.0
TEST_1137,207.19
TEST_1138,138.17
TEST_1139,74.63
TEST_1140,30.99
TEST_1141,136.03
TEST_1142,124.95
TEST_1143,210.34
TEST_1144,8.03
TEST_1145,21.46
TEST_1146,8.99
TEST_1147,151.61
TEST_1148,177.48
TEST_1149,31.4
TEST_1150,157.47
TEST_1151,128.25
TEST_1152,10.0
TEST_1153,79.95
TEST_1154,57.41
TEST_1155,13.04
TEST_1156,176.0
TEST_1157,97.6
TEST_1158,125.03
TEST_1159,134.96
TEST_1160,58.7
TEST_1161,155.39
TEST_1162,145.26
TEST_1163,158.33
TEST_1164,98.46
TEST_1165,97.53
TEST_1166,155.01
TEST_1167,110.4
TEST_1168,19.43
TEST_1169,50.36
TEST_1170,8.49
TEST_1171,54.18
TEST_1172,18.37
TEST_1173,28.04
TEST_1174,138.88
TEST_1175,9.91
TEST_1176,12.49
TEST_1177,182.68
TEST_1178,76.02
TEST_1179,61.58
TEST_1180,66.97
TEST_1181,205.58
TEST_1182,3.95
TEST_1183,144.74
TEST_1184,28.35
TEST_1185,72.16
TEST_1186,8.24
TEST_1187,189.89
TEST_1188,200.35
TEST_1189,106.64
TEST_1190,32.02
TEST_1191,109.14
TEST_1192,181.1
TEST_1193,94.22
TEST_1194,60.65
TEST_1195,96.42
TEST_1196,9.62
TEST_1197,137.62
TEST_1198,197.93
TEST_1199,40.33
TEST_1200,86.73
TEST_1201,256.5
TEST_1202,105.5
TEST_1203,16.59
TEST_1204,123.02
TEST_1205,39.76
TEST_1206,10.98
TEST_1207,212.4
TEST_1208,132.32
TEST_1209,55.46
TEST_1210,140.22
TEST_1211,19.06
TEST_1212,32.38
TEST_1213,12.49
TEST_1214,62.27
TEST_1215,27.82
TEST_1216,143.51
TEST_1217,119.85
TEST_1218,8.88
TEST_1219,185.92
TEST_1220,57.46
TEST_1221,127.0
TEST_1222,183.03
TEST_1223,153.53
TEST_1224,67.38
TEST_1225,196.66
TEST_1226,195.78
TEST_1227,75.73
TEST_1228,69.99
TEST_1229,67.31
TEST_1230,106.35
TEST_1231,15.78
TEST_1232,75.78
TEST_1233,36.24
TEST_1234,9.81
TEST_1235,170.51
TEST_1236,137.6
TEST_1237,56.45
TEST_1238,102.21
TEST_1239,19.34
TEST_1240,196.82
TEST_1241,118.35
TEST_1242,180.71
TEST_1243,39.65
TEST_1244,7.98
TEST_1245,90.6
TEST_1246,23.85
TEST_1247,7.95
TEST_1248,8.17
TEST_1249,119.2
TEST_1250,82.84
TEST_1251,59.2
TEST_1252,27.69
TEST_1253,94.95
TEST_1254,114.46
TEST_1255,102.66
TEST_1256,203.5
TEST_1257,25.15
TEST_1258,139.85
TEST_1259,41.37
TEST_1260,39.23
TEST_1261,156.19
TEST_1262,57.5
TEST_1263,37.2
TEST_1264,46.05
TEST_1265,52.96
TEST_1266,156.4
TEST_1267,201.95
TEST_1268,45.65
TEST_1269,166.71
