index,quality
375,5
376,5
377,6
378,3
379,6
380,7
381,6
382,7
383,6
384,5
385,6
386,6
387,5
388,3
389,3
390,7
391,5
392,7
393,5
394,5
395,6
396,5
397,3
398,7
399,5
400,7
401,6
402,6
403,6
404,7
405,5
406,6
407,3
408,6
409,6
410,6
411,5
412,6
413,5
414,6
415,6
416,6
417,6
418,5
419,5
420,7
421,6
422,5
423,3
424,3
425,6
426,6
427,6
428,5
429,3
430,7
431,5
432,5
433,3
434,6
435,5
436,6
437,5
438,5
439,5
440,5
441,7
442,6
443,3
444,6
445,6
446,5
447,5
448,5
449,6
450,3
451,3
452,5
453,6
454,3
455,3
456,7
457,5
458,6
459,5
460,5
461,6
462,6
463,5
464,5
465,6
466,6
467,6
468,6
469,5
470,5
471,5
472,3
473,3
474,5
475,6
476,6
477,7
478,7
479,6
480,7
481,7
482,3
483,5
484,8
485,5
486,5
487,6
488,5
489,3
490,7
491,6
492,5
493,7
494,5
495,6
496,3
497,5
498,6
499,6
500,6
501,6
502,3
503,7
504,6
505,5
506,6
507,7
508,6
509,7
510,6
511,3
512,6
513,5
514,3
515,5
516,5
517,6
518,6
519,5
520,5
521,5
522,5
523,7
524,6
525,4
526,7
527,3
528,6
529,6
530,5
531,5
532,5
533,5
534,6
535,7
536,6
537,6
538,4
539,5
540,6
541,5
542,7
543,3
544,6
545,6
546,6
547,5
548,5
549,6
550,3
551,6
552,6
553,3
554,5
555,6
556,3
557,5
558,5
559,7
560,5
561,3
562,6
563,3
564,6
565,7
566,6
567,7
568,6
569,5
570,6
571,3
572,5
573,7
574,3
575,4
576,6
577,5
578,5
579,5
580,3
581,6
582,6
583,5
584,3
585,3
586,7
587,7
588,3
589,3
590,7
591,5
592,3
593,6
594,5
595,5
596,5
597,7
598,6
599,6
600,6
601,6
602,6
603,7
604,5
605,6
606,5
607,3
608,7
609,3
610,7
611,5
612,6
613,6
614,6
615,3
616,5
617,3
618,6
619,6
620,6
621,3
622,6
623,6
624,5
625,6
626,5
627,3
628,5
629,3
630,5
631,5
632,6
633,5
634,5
635,7
636,5
637,6
638,8
639,5
640,6
641,6
642,6
643,6
644,6
645,6
646,6
647,5
648,5
649,5
650,6
651,5
652,3
653,7
654,3
655,5
656,6
657,6
658,6
659,5
660,7
661,5
662,6
663,5
664,3
665,5
666,6
667,5
668,6
669,5
670,6
671,5
672,6
673,3
674,5
675,5
676,6
677,6
678,6
679,7
680,6
681,6
682,3
683,5
684,6
685,3
686,6
687,6
688,3
689,3
690,7
691,5
692,5
693,6
694,6
695,5
696,6
697,3
698,5
699,6
700,7
701,5
702,6
703,5
704,3
705,6
706,5
707,3
708,5
709,5
710,5
711,5
712,6
713,5
714,7
715,6
716,5
717,6
718,6
719,6
720,5
721,6
722,6
723,3
724,3
725,3
726,6
727,4
728,7
729,6
730,3
731,7
732,5
733,5
734,7
735,3
736,5
737,7
738,6
739,5
740,6
741,5
742,5
743,3
744,6
745,6
746,7
747,3
748,3
749,5
750,6
751,5
752,6
753,5
754,6
755,7
756,5
757,7
758,6
759,3
760,5
761,5
762,6
763,3
764,6
765,6
766,5
767,3
768,5
769,6
770,5
771,3
772,6
773,5
774,6
775,6
776,6
777,5
778,3
779,5
780,7
781,5
782,5
783,5
784,3
785,5
786,3
787,5
788,3
789,6
790,3
791,6
792,6
793,3
794,7
795,6
796,6
797,5
798,6
799,6
800,5
801,6
802,6
803,6
804,5
805,3
806,5
807,7
808,7
809,6
810,6
811,6
812,5
813,7
814,7
815,5
816,6
817,3
818,3
819,5
820,6
821,5
822,3
823,4
824,8
825,3
826,6
827,5
828,3
829,6
830,3
831,6
832,7
833,6
834,7
835,6
836,6
837,7
838,5
839,3
840,5
841,6
842,6
843,5
844,6
845,6
846,7
847,7
848,7
849,6
850,5
851,7
852,5
853,6
854,5
855,3
856,6
857,5
858,5
859,5
860,5
861,6
862,5
863,5
864,3
865,6
866,3
867,7
868,5
869,6
870,7
871,7
872,3
873,7
874,5
875,5
876,6
877,3
878,6
879,6
880,5
881,6
882,5
883,5
884,5
885,6
886,3
887,6
888,7
889,3
890,5
891,6
892,7
893,5
894,5
895,5
896,6
897,3
898,6
899,3
900,3
901,6
902,5
903,6
904,6
905,6
906,5
907,7
908,5
909,6
910,3
911,6
912,5
913,6
914,6
915,7
916,7
917,6
918,5
919,5
920,6
921,5
922,3
923,3
924,7
925,5
926,6
927,5
928,6
929,3
930,5
931,5
932,3
933,6
934,3
935,5
936,5
937,6
938,4
939,3
940,5
941,6
942,6
943,5
944,8
945,6
946,6
947,3
948,3
949,3
950,6
951,6
952,6
953,6
954,3
955,7
956,3
957,7
958,6
959,6
960,5
961,5
962,5
963,6
964,6
965,5
966,5
967,5
968,5
969,7
970,6
971,3
972,7
973,7
974,6
975,5
976,3
977,6
978,6
979,6
980,5
981,3
982,6
983,5
984,5
985,6
986,6
987,5
988,3
989,5
990,6
991,6
992,6
993,6
994,3
995,5
996,3
997,5
998,6
999,6
