index,quality
682,6
683,6
684,7
685,7
686,6
687,6
688,6
689,5
690,7
691,5
692,5
693,6
694,7
695,6
696,6
697,6
698,5
699,5
700,6
701,5
702,6
703,6
704,6
705,6
706,5
707,5
708,6
709,5
710,5
711,5
712,5
713,5
714,6
715,6
716,5
717,6
718,5
719,6
720,5
721,6
722,6
723,5
724,5
725,6
726,6
727,6
728,7
729,6
730,6
731,7
732,5
733,6
734,7
735,6
736,5
737,7
738,6
739,5
740,6
741,5
742,6
743,6
744,6
745,6
746,7
747,6
748,6
749,5
750,6
751,5
752,6
753,6
754,7
755,7
756,5
757,6
758,5
759,7
760,5
761,5
762,6
763,6
764,6
765,6
766,5
767,5
768,5
769,5
770,6
771,6
772,6
773,5
774,7
775,6
776,6
777,5
778,6
779,6
780,6
781,6
782,5
783,5
784,5
785,5
786,5
787,6
788,5
789,6
790,5
791,6
792,6
793,5
794,7
795,6
796,5
797,5
798,5
799,5
800,4
801,6
802,6
803,6
804,5
805,6
806,5
807,7
808,7
809,6
810,6
811,8
812,6
813,6
814,7
815,5
816,7
817,6
818,6
819,5
820,6
821,5
822,5
823,5
824,8
825,5
826,6
827,5
828,7
829,6
830,5
831,6
832,6
833,5
834,7
835,6
836,6
837,7
838,6
839,5
840,5
841,6
842,6
843,6
844,6
845,6
846,6
847,5
848,7
849,6
850,5
851,6
852,5
853,6
854,5
855,6
856,7
857,5
858,5
859,6
860,6
861,6
862,6
863,5
864,5
865,6
866,6
867,7
868,5
869,6
870,7
871,7
872,6
873,6
874,5
875,5
876,6
877,6
878,7
879,6
880,5
881,6
882,5
883,5
884,5
885,6
886,5
887,6
888,7
889,5
890,5
891,6
892,6
893,5
894,5
895,6
896,5
897,5
898,6
899,6
900,6
901,6
902,6
903,6
904,6
905,5
906,6
907,7
908,6
909,6
910,5
911,6
912,5
913,6
914,6
915,7
916,6
917,6
918,5
919,5
920,6
921,6
922,6
923,7
924,6
925,5
926,5
927,5
928,6
929,5
930,5
931,6
932,6
933,6
934,6
935,6
936,5
937,6
938,6
939,6
940,5
941,6
942,6
943,5
944,8
945,6
946,6
947,5
948,5
949,6
950,6
951,8
952,6
953,5
954,6
955,6
956,6
957,6
958,6
959,6
960,5
961,6
962,5
963,5
964,6
965,5
966,6
967,6
968,6
969,7
970,5
971,6
972,6
973,6
974,6
975,5
976,6
977,6
978,6
979,5
980,6
981,6
982,5
983,5
984,5
985,6
986,6
987,5
988,5
989,5
990,6
991,6
992,6
993,6
994,7
995,6
996,5
997,5
998,6
999,6
