Id,SalePrice
1726,196282.31
1727,138461.38
1728,189387.1
1729,
1730,134536.88
1731,132093.17
1732,
1733,
1734,
1735,
1736,84862.79
1737,
1738,
1739,243020.45
1740,
1741,
1742,170703.38
1743,184986.78
1744,
1745,195327.12
1746,186336.67
1747,
1748,221927.38
1749,161289.03
1750,111794.59
1751,
1752,78067.5
1753,145336.52
1754,200821.22
1755,
1756,128727.12
1757,98991.97
1758,
1759,
1760,172870.19
1761,179671.03
1762,
1763,176748.05
1764,81346.58
1765,142198.84
1766,185072.06
1767,233289.84
1768,107809.91
1769,
1770,157066.88
1771,84884.97
1772,112707.164
1773,125722.97
1774,147848.72
1775,118073.08
1776,112049.33
1777,92587.625
1778,122152.15
1779,91487.21
1780,165155.03
1781,79253.734
1782,62288.5
1783,157874.61
1784,99203.64
1785,107417.664
1786,163247.44
1787,164338.06
1788,
1789,68974.36
1790,54779.6
1791,206394.56
1792,129244.81
1793,141840.64
1794,157911.0
1795,114724.875
1796,111695.81
1797,123986.25
1798,92194.52
1799,77721.97
1800,95616.38
1801,120217.555
1802,132201.3
1803,138974.38
1804,137427.05
1805,132386.38
1806,98834.33
1807,122055.11
1808,117263.03
1809,
1810,135545.84
1811,
1812,
1813,101277.34
1814,81748.84
1815,9158.512
1816,85125.445
1817,132389.08
1818,174139.67
1819,141916.78
1820,
1821,106868.69
1822,157900.38
1823,
1824,
1825,118823.8
1826,68360.414
1827,66603.66
1828,107230.734
1829,157350.66
1830,124067.0
1831,106759.086
1832,
1833,118151.59
1834,
1835,
1836,83802.33
1837,
1838,86501.64
1839,122245.5
1840,
1841,
1842,69171.59
1843,146356.86
1844,
1845,144806.44
1846,158516.78
1847,
1848,
1849,
1850,88443.45
1851,138835.97
1852,117349.78
1853,108694.766
1854,165933.53
1855,154010.22
1856,229773.3
1857,122065.16
1858,122126.7
1859,74557.0
1860,176008.39
1861,78327.08
1862,
1863,
1864,
1865,326477.8
1866,328634.5
1867,238965.92
1868,306538.25
1869,210247.22
1870,223624.81
1871,256026.75
1872,200891.25
1873,
1874,119682.516
1875,165999.1
1876,190057.72
1877,189070.75
1878,207483.81
1879,
1880,111381.07
1881,248159.97
1882,
1883,
1884,
1885,209248.6
1886,
1887,214914.06
1888,259775.16
1889,179501.27
1890,106391.66
1891,113305.33
1892,66735.34
1893,90114.734
1894,
1895,115923.05
1896,100066.84
1897,100694.84
1898,104925.68
1899,143504.53
1900,127807.016
1901,141327.44
1902,94905.95
1903,
1904,112107.49
1905,184000.94
1906,142057.5
1907,207558.28
1908,87404.3
1909,130241.66
1910,100353.59
1911,
1912,
1913,189549.9
1914,23982.791
1915,281833.0
1916,12252.641
1917,242358.02
1918,127779.26
1919,176126.14
1920,156358.27
1921,351907.44
1922,301855.12
1923,
1924,270034.88
1925,207933.39
1926,352868.62
1927,114300.91
1928,180829.0
1929,104775.08
1930,107828.25
1931,153685.94
1932,133827.4
1933,194837.73
1934,171065.84
1935,170341.97
1936,177028.42
1937,
1938,177241.16
1939,215310.64
1940,169600.12
1941,167118.22
1942,
1943,193958.1
1944,329138.72
1945,328379.44
1946,
1947,275589.2
1948,
1949,247739.06
1950,
1951,252738.72
1952,211402.66
1953,202294.77
1954,180097.02
1955,118783.81
1956,
1957,141247.36
1958,
1959,140562.22
1960,79827.36
1961,125403.07
1962,73619.516
1963,87371.22
1964,84099.44
1965,123528.95
1966,114055.25
1967,276805.9
1968,369150.78
1969,350928.56
1970,356086.8
1971,424995.22
1972,348973.56
1973,296623.28
1974,327283.3
1975,399922.56
1976,258069.06
1977,324964.88
1978,306456.75
1979,300247.75
1980,186101.38
1981,319513.62
1982,203635.58
1983,195088.4
1984,164610.06
1985,
1986,
1987,174549.92
1988,197690.72
1989,
1990,
1991,208233.34
1992,227860.16
1993,
1994,210536.22
1995,185280.39
1996,279280.38
1997,
1998,275396.66
1999,270245.44
2000,
2001,308409.56
2002,250813.44
2003,270617.34
2004,306559.5
2005,
2006,199652.97
2007,255182.9
2008,208006.81
2009,205376.47
2010,206162.28
2011,
2012,171646.62
2013,182997.56
2014,202600.28
2015,184193.08
2016,199327.1
2017,196827.12
2018,115376.25
2019,143946.64
2020,73318.83
2021,82840.375
2022,196322.56
2023,148611.22
2024,
2025,321232.38
2026,153860.75
2027,161350.9
2028,139452.66
2029,158380.73
2030,
2031,
2032,239505.75
2033,236429.56
2034,161902.84
2035,208838.9
2036,195527.88
2037,197436.31
2038,272555.66
2039,206032.03
2040,
2041,277814.8
2042,
2043,
2044,169749.23
2045,
2046,123543.61
2047,126645.8
2048,157108.45
2049,137851.4
2050,
2051,72789.266
2052,110129.69
2053,
2054,45822.594
2055,138255.62
2056,155237.84
2057,91265.41
2058,226984.78
2059,132393.06
2060,161751.72
2061,161209.16
2062,91030.625
2063,90525.81
2064,118182.92
2065,
2066,144766.98
2067,100166.88
2068,122643.35
2069,25666.783
2070,71225.13
2071,91627.195
2072,162591.83
2073,130924.39
2074,132339.47
2075,
2076,112196.22
2077,138726.03
2078,89970.31
2079,124374.16
2080,78849.23
2081,85944.94
2082,
2083,126814.97
2084,69374.445
2085,86086.445
2086,104643.234
2087,110455.914
2088,79651.164
2089,66952.76
2090,117440.8
2091,
2092,130862.98
2093,126252.75
2094,
2095,134731.39
2096,63465.008
2097,
2098,147204.67
2099,16514.201
2100,
2101,114868.45
2102,115262.53
2103,74170.375
2104,113058.266
2105,
2106,64712.484
2107,212700.0
2108,110488.58
2109,87403.44
2110,96184.95
2111,
2112,
2113,101102.17
2114,92108.87
2115,138613.94
2116,105390.19
2117,121571.77
2118,99955.92
2119,68122.086
2120,123588.016
2121,
2122,113519.17
2123,
2124,138516.23
2125,142158.97
2126,157036.88
2127,
2128,116811.72
2129,
2130,113361.95
2131,150747.22
2132,
2133,110589.61
2134,121180.25
2135,94403.3
2136,
2137,92221.35
2138,
2139,158314.11
2140,133449.84
2141,
2142,
2143,
2144,94789.17
2145,129388.14
2146,149409.16
2147,
2148,136140.75
2149,
2150,199768.4
2151,90957.234
2152,
2153,182943.3
2154,
2155,120047.875
2156,
2157,235229.22
2158,
2159,218656.72
2160,194805.84
2161,253667.83
2162,348994.94
2163,356997.06
2164,
2165,
2166,138918.23
2167,
2168,
2169,187158.86
2170,162747.36
2171,
2172,
2173,143992.47
2174,
2175,
2176,
2177,226244.25
2178,221355.84
2179,
2180,188589.22
2181,180539.34
2182,206095.9
2183,185568.39
2184,103120.625
2185,119132.44
2186,156519.95
2187,
2188,159087.6
2189,
2190,
2191,
2192,
2193,
2194,
2195,36940.523
2196,78655.17
2197,105184.01
2198,126405.95
2199,200233.06
2200,121434.83
2201,121190.484
2202,179827.12
2203,
2204,
2205,
2206,125171.39
2207,178721.22
2208,207862.92
2209,177658.06
2210,95498.83
2211,85906.625
2212,104008.25
2213,
2214,161235.97
2215,75483.375
2216,117453.9
2217,62952.57
2218,45573.953
2219,35161.016
2220,71892.72
2221,284124.06
2222,268212.9
2223,
2224,
2225,99513.81
2226,188405.8
2227,200726.0
2228,275528.72
2229,254822.34
2230,144791.88
2231,224751.11
2232,188109.52
2233,207626.1
2234,270009.5
2235,
2236,261953.25
2237,331517.3
2238,200886.81
2239,
2240,155433.56
2241,169811.53
2242,
2243,108756.62
2244,101826.586
2245,91239.04
2246,
2247,
2248,91122.29
2249,101497.66
2250,104926.25
2251,
2252,167497.1
2253,147884.1
2254,
2255,
2256,166119.5
2257,201023.31
2258,
2259,
2260,149782.31
2261,176110.48
2262,174382.39
2263,357317.75
2264,410935.28
2265,167935.47
2266,259385.27
2267,318052.66
2268,361335.03
2269,
2270,205827.73
2271,197202.53
2272,250563.73
2273,154962.95
2274,186074.6
2275,190892.53
2276,197985.19
2277,184410.69
2278,137077.94
2279,122209.39
2280,
2281,166666.34
2282,169184.64
2283,92137.4
2284,115885.81
2285,94814.75
2286,109091.95
2287,336443.44
2288,275722.38
2289,292055.06
2290,375780.3
2291,318751.5
2292,372507.3
2293,383610.94
2294,346526.56
2295,404339.06
2296,268275.53
2297,344340.25
2298,346151.75
2299,348607.84
2300,303731.84
2301,
2302,236816.03
2303,221955.0
2304,228539.06
2305,204862.53
2306,201988.12
2307,215508.4
2308,206111.38
2309,278100.9
2310,197012.11
2311,195972.23
2312,
2313,183676.1
2314,173611.02
2315,197256.84
2316,221899.4
2317,168017.12
2318,194075.38
2319,178883.62
2320,161525.16
2321,
2322,184505.81
2323,171459.45
2324,203130.22
2325,221618.2
2326,
2327,204318.25
2328,
2329,190750.22
2330,188122.19
2331,325341.22
2332,328211.2
2333,279907.94
2334,242643.88
2335,265825.5
2336,283092.5
2337,193952.84
2338,256433.6
2339,220862.16
2340,370892.6
2341,
2342,221814.08
2343,235912.8
2344,217510.66
2345,223130.94
2346,196476.34
2347,191310.25
2348,227550.08
2349,173936.72
2350,
2351,258057.38
2352,249413.47
2353,276102.25
2354,
2355,
2356,165863.31
2357,193408.7
2358,
2359,111216.445
2360,107825.195
2361,134598.98
2362,
2363,144072.11
2364,176718.31
2365,214882.9
2366,175191.25
2367,188184.9
2368,202142.61
2369,
2370,165051.53
2371,156470.06
2372,201482.89
2373,
2374,297509.2
2375,213659.55
2376,264929.12
2377,290372.72
2378,140889.62
2379,208549.8
2380,
2381,180341.39
2382,210956.62
2383,189711.22
2384,241583.81
2385,175832.88
2386,115992.39
2387,116209.266
2388,
2389,136341.62
2390,
2391,140679.94
2392,91647.39
2393,165773.03
2394,112139.03
2395,208632.3
2396,
2397,
2398,117122.81
2399,
2400,
2401,84926.71
2402,126461.69
2403,130323.47
2404,
2405,181057.72
2406,115476.69
2407,118354.55
2408,145921.7
2409,107741.92
2410,169102.0
2411,76957.25
2412,140256.05
2413,103156.836
2414,144514.2
2415,131551.72
2416,107016.42
2417,93732.19
2418,108752.86
2419,128851.61
2420,106182.086
2421,119632.55
2422,
2423,
2424,
2425,243467.88
2426,136698.22
2427,
2428,192374.5
2429,89499.17
2430,102668.45
2431,104084.89
2432,
2433,130749.445
2434,118904.055
2435,139857.53
2436,63927.22
2437,91935.05
2438,120999.81
2439,100523.78
2440,105139.13
2441,115866.016
2442,83341.516
2443,137141.34
2444,153527.25
2445,71714.016
2446,128487.74
2447,
2448,127621.734
2449,98256.625
2450,142417.28
2451,133853.56
2452,170308.17
2453,49615.504
2454,95149.0
2455,107471.48
2456,96892.234
2457,104881.86
2458,103757.81
2459,74716.83
2460,
2461,92997.72
2462,106363.484
2463,109362.13
2464,163323.72
2465,113104.14
2466,110449.36
2467,
2468,62858.008
2469,49395.906
2470,193461.45
2471,191927.34
2472,151637.56
2473,92425.38
2474,86419.81
2475,199762.89
2476,80450.28
2477,112515.39
2478,162150.12
2479,97794.93
2480,172013.33
2481,
2482,126604.81
2483,88641.1
2484,
2485,
2486,144842.33
2487,246898.7
2488,160879.6
2489,145390.7
2490,146002.16
2491,
2492,
2493,
2494,
2495,37912.812
2496,243145.1
2497,125729.97
2498,78265.66
2499,
2500,87243.2
2501,121316.98
2502,121240.7
2503,86415.41
2504,208479.4
2505,226471.14
2506,258937.1
2507,272763.97
2508,266277.56
2509,217996.9
2510,209061.67
2511,165950.9
2512,200162.9
2513,
2514,270868.06
2515,
2516,180197.5
2517,126988.8
2518,135660.62
2519,219402.78
2520,212282.89
2521,187093.36
2522,
2523,110475.13
2524,150436.69
2525,141277.34
2526,138562.6
2527,102527.39
2528,112485.77
2529,140326.38
2530,121685.91
2531,
2532,222644.28
2533,192426.19
2534,232065.42
2535,
2536,
2537,212424.38
2538,182555.53
2539,184950.05
2540,177708.95
2541,188063.9
2542,167997.88
2543,113746.555
2544,97951.64
2545,139644.84
2546,116285.03
2547,154076.08
2548,
2549,155365.17
2550,413819.5
2551,129715.42
2552,130846.7
2553,
2554,
2555,88671.45
2556,83453.43
2557,93810.57
2558,
2559,103067.45
2560,131445.78
2561,113603.33
2562,94808.48
2563,98102.766
2564,175456.84
2565,114840.84
2566,141860.94
2567,103152.78
2568,
2569,
2570,103529.34
2571,
2572,120903.64
2573,
2574,203060.31
2575,115924.625
2576,
2577,
2578,51030.004
2579,11636.614
2580,
2581,141431.75
2582,117046.5
2583,248961.88
2584,
2585,206420.52
2586,213188.1
2587,
2588,
2589,153778.89
2590,213110.62
2591,256171.16
2592,196916.8
2593,
2594,173463.14
2595,
2596,309111.53
2597,
2598,
2599,341975.38
2600,165884.72
2601,141346.64
2602,58660.63
2603,
2604,
2605,64057.812
2606,158067.6
2607,
2608,209610.94
2609,184802.12
2610,
2611,126581.44
2612,
2613,110819.875
2614,94586.81
2615,
2616,163342.03
2617,
2618,
2619,190792.5
2620,187271.12
2621,
2622,190983.38
2623,222504.31
2624,288021.5
2625,235809.95
2626,
2627,136192.3
2628,379330.78
2629,408795.9
2630,318702.25
2631,395298.44
2632,372507.6
2633,250620.95
2634,378307.75
2635,
2636,177300.95
2637,
2638,272226.0
2639,179344.08
2640,138898.03
2641,100265.92
2642,163312.19
2643,95495.76
2644,120163.42
2645,89426.68
2646,77138.81
2647,92853.78
2648,138771.9
2649,140234.52
2650,96534.086
2651,138276.78
2652,346123.56
2653,239118.16
2654,252564.47
2655,363950.9
2656,333131.38
2657,324617.56
2658,
2659,292726.12
2660,347624.5
2661,310393.34
2662,347265.4
2663,
2664,268092.38
2665,304493.06
2666,265581.38
2667,187145.22
2668,177269.52
2669,184920.31
2670,275223.2
2671,189024.6
2672,180451.47
2673,
2674,
2675,141855.62
2676,215988.55
2677,
2678,
2679,270888.38
2680,260095.1
2681,
2682,319782.28
2683,435165.0
2684,
2685,
2686,259177.98
2687,
2688,191608.75
2689,184194.5
2690,349065.75
2691,185983.86
2692,
2693,207663.62
2694,
2695,200108.19
2696,195824.66
2697,191072.08
2698,197762.12
2699,152687.06
2700,139857.9
2701,
2702,133776.83
2703,106566.96
2704,
2705,
2706,94999.2
2707,
2708,
2709,
2710,
2711,299643.62
2712,351408.44
2713,167675.89
2714,154231.67
2715,
2716,
2717,220885.44
2718,222164.4
2719,138078.28
2720,186661.9
2721,118098.98
2722,176994.06
2723,177632.06
2724,107721.02
2725,
2726,126721.25
2727,162435.6
2728,
2729,146287.25
2730,117976.56
2731,112802.24
2732,118165.28
2733,152024.08
2734,139267.34
2735,113396.31
2736,120848.82
2737,80963.46
2738,
2739,
2740,124994.62
2741,135376.17
2742,
2743,149405.6
2744,165922.0
2745,134704.9
2746,108558.375
2747,146279.69
2748,101238.055
2749,125812.42
2750,83335.11
2751,117358.72
2752,228047.03
2753,149275.77
2754,250463.03
2755,121293.164
2756,79867.234
2757,74970.875
2758,91984.5
2759,150655.64
2760,133304.94
2761,145045.06
2762,127578.305
2763,188295.53
2764,152509.88
2765,
2766,114119.84
2767,50970.01
2768,
2769,109279.61
2770,123852.97
2771,80563.0
2772,
2773,187353.03
2774,119020.67
2775,109829.07
2776,136599.4
2777,147248.16
2778,80936.18
2779,120900.81
2780,64758.004
2781,62342.543
2782,80110.45
2783,78758.375
2784,118147.0
2785,146803.72
2786,58546.258
2787,100516.78
2788,69071.36
2789,180309.4
2790,
2791,71669.72
2792,
2793,123019.695
2794,78766.85
2795,93817.48
2796,44347.156
2797,190407.81
2798,113369.914
2799,119078.82
2800,
2801,70997.164
2802,125042.375
2803,149738.5
2804,97603.45
2805,56391.727
2806,69342.375
2807,173122.16
2808,
2809,93890.31
2810,100569.78
2811,
2812,
2813,
2814,139731.16
2815,
2816,
2817,149824.84
2818,131037.42
2819,
2820,127125.03
2821,92447.72
2822,189386.97
2823,280664.66
2824,197786.4
2825,165445.94
2826,132031.67
2827,101629.58
2828,261962.75
2829,232119.3
2830,219155.7
2831,183363.9
2832,220119.28
2833,280936.5
2834,209739.25
2835,212912.38
2836,212255.62
2837,153278.56
2838,125015.93
2839,192498.33
2840,
2841,194468.98
2842,226062.92
2843,136472.38
2844,163346.44
2845,82182.266
2846,
2847,198833.56
2848,
2849,194277.25
2850,271933.62
2851,
2852,238032.0
2853,241445.25
2854,131902.67
2855,185675.31
2856,197047.03
2857,189167.34
2858,188595.44
2859,111230.03
2860,
2861,108770.44
2862,227014.31
2863,
2864,264519.4
2865,113443.03
2866,150633.12
2867,78249.32
2868,102938.234
2869,69209.01
2870,137850.81
2871,
2872,2548.6614
2873,63474.695
2874,135275.44
2875,72648.75
2876,175175.67
2877,98424.72
2878,113282.09
2879,133434.34
2880,79959.03
2881,104402.35
2882,131676.39
2883,173807.67
2884,186878.61
2885,148149.16
2886,206051.03
2887,69604.17
2888,136416.81
2889,
2890,66498.63
2891,130267.5
2892,
2893,
2894,
2895,294295.25
2896,257741.72
2897,208069.28
2898,133263.4
2899,211495.17
2900,145743.02
2901,
2902,
2903,304356.3
2904,340359.0
2905,47384.383
2906,203440.97
2907,95875.81
2908,122041.18
2909,
2910,
2911,48631.516
2912,150771.28
2913,53767.324
2914,
2915,
2916,55756.656
2917,169140.81
2918,
2919,233927.4
