ID,전화해지여부
TEST_00095,0.11432115
TEST_00096,0.11988931
TEST_00097,0.1523963
TEST_00098,0.07857276
TEST_00099,0.10787346
TEST_00100,0.08056862
TEST_00101,0.11529896
TEST_00102,0.1705045
TEST_00103,0.1324837
TEST_00104,0.07494029
TEST_00105,0.1183953
TEST_00106,0.06331723
TEST_00107,0.12528822
TEST_00108,0.084943764
TEST_00109,0.09171408
TEST_00110,0.1202707
TEST_00111,0.118146054
TEST_00112,0.049478147
TEST_00113,0.18219991
TEST_00114,0.08172176
TEST_00115,0.1468923
TEST_00116,0.12775543
TEST_00117,0.09492688
TEST_00118,0.11027131
TEST_00119,0.13825063
TEST_00120,0.123747945
TEST_00121,0.1029961
TEST_00122,0.08770944
TEST_00123,0.072508596
TEST_00124,0.069264054
TEST_00125,0.080850326
TEST_00126,0.06334481
TEST_00127,0.09474827
TEST_00128,0.11190975
TEST_00129,0.16807237
TEST_00130,0.07113072
TEST_00131,0.14978673
TEST_00132,0.1779716
TEST_00133,0.15692733
TEST_00134,0.13919373
TEST_00135,0.10275702
TEST_00136,0.08923048
TEST_00137,0.1065197
TEST_00138,0.13335155
TEST_00139,0.04127212
TEST_00140,0.22425188
TEST_00141,0.07382116
TEST_00142,0.14409265
TEST_00143,0.11140388
TEST_00144,0.1410484
TEST_00145,0.13501798
TEST_00146,0.06302937
TEST_00147,0.17081553
TEST_00148,0.14811082
TEST_00149,0.061625052
TEST_00150,0.0643372
TEST_00151,0.07791914
TEST_00152,0.08006163
TEST_00153,0.14608207
TEST_00154,0.09290717
TEST_00155,0.091845475
TEST_00156,0.10137157
TEST_00157,0.13271996
TEST_00158,0.12438718
TEST_00159,0.110026695
TEST_00160,0.109898016
TEST_00161,0.11777777
TEST_00162,0.111746766
TEST_00163,0.06264536
TEST_00164,0.08970801
TEST_00165,0.08513833
TEST_00166,0.068671785
TEST_00167,0.088077836
TEST_00168,0.13235979
TEST_00169,0.09689984
TEST_00170,0.10468228
TEST_00171,0.14551283
TEST_00172,0.13176861
TEST_00173,0.103096455
TEST_00174,0.07279421
TEST_00175,0.093201645
TEST_00176,0.09981309
TEST_00177,0.09699865
TEST_00178,0.14601825
TEST_00179,0.14526294
TEST_00180,0.122725815
TEST_00181,0.112187
TEST_00182,0.024372697
TEST_00183,0.088735
TEST_00184,0.0867295
TEST_00185,0.09131577
TEST_00186,0.09875064
TEST_00187,0.08064549
TEST_00188,0.1241111
TEST_00189,0.090678975
TEST_00190,0.11791775
TEST_00191,0.07861091
TEST_00192,0.10859282
TEST_00193,0.06865154
TEST_00194,0.103047036
TEST_00195,0.11648775
TEST_00196,0.12953214
TEST_00197,0.06737517
TEST_00198,0.1540375
TEST_00199,0.13219771
TEST_00200,0.102589086
TEST_00201,0.14048506
TEST_00202,0.11117829
TEST_00203,0.15896827
TEST_00204,0.103382334
TEST_00205,0.18653965
TEST_00206,0.08576643
TEST_00207,0.06962597
TEST_00208,0.060839996
TEST_00209,0.045182165
TEST_00210,0.09150474
TEST_00211,0.10818141
TEST_00212,0.10937389
TEST_00213,0.06920828
TEST_00214,0.101944774
TEST_00215,0.090130135
TEST_00216,0.0934599
TEST_00217,0.10452168
TEST_00218,0.17089857
TEST_00219,0.05145886
TEST_00220,0.07603375
TEST_00221,0.09926836
TEST_00222,0.08007804
TEST_00223,0.0614352
TEST_00224,0.11464032
TEST_00225,0.13221331
TEST_00226,0.117382444
TEST_00227,0.124839425
TEST_00228,0.05889844
TEST_00229,0.06152415
TEST_00230,0.11998346
TEST_00231,0.1198398
TEST_00232,0.06942878
TEST_00233,0.10944222
TEST_00234,0.11622612
TEST_00235,0.059386216
TEST_00236,0.08511924
TEST_00237,0.11187364
TEST_00238,0.10570134
TEST_00239,0.10351335
TEST_00240,0.09505998
TEST_00241,0.056517668
TEST_00242,0.113261685
TEST_00243,0.09409539
TEST_00244,0.12270308
TEST_00245,0.0915751
TEST_00246,0.10232214
TEST_00247,0.095014654
TEST_00248,0.13530429
TEST_00249,0.12822013
TEST_00250,0.13624875
TEST_00251,0.09775932
TEST_00252,0.06585838
TEST_00253,0.037255347
TEST_00254,0.106784254
TEST_00255,0.09887723
TEST_00256,0.15506464
TEST_00257,0.056116723
TEST_00258,0.082954705
TEST_00259,0.102011696
TEST_00260,0.22475317
TEST_00261,0.1289291
TEST_00262,0.069678985
TEST_00263,0.09408171
TEST_00264,0.07507045
TEST_00265,0.023627877
TEST_00266,0.06356763
TEST_00267,0.09918246
TEST_00268,0.19615357
TEST_00269,0.11287641
TEST_00270,0.110228285
TEST_00271,0.10841063
TEST_00272,0.12720011
TEST_00273,0.053546317
TEST_00274,0.11263345
TEST_00275,0.12840822
TEST_00276,0.107911594
TEST_00277,0.088434145
TEST_00278,0.10534029
TEST_00279,0.10782643
TEST_00280,0.07838699
TEST_00281,0.13772936
TEST_00282,0.15423214
TEST_00283,0.08972332
TEST_00284,0.11800828
TEST_00285,0.11986149
TEST_00286,0.08826764
TEST_00287,0.087841935
TEST_00288,0.077871926
TEST_00289,0.09111165
TEST_00290,0.05810273
TEST_00291,0.09937626
TEST_00292,0.13927004
TEST_00293,0.10243955
TEST_00294,0.093724445
TEST_00295,0.12548387
TEST_00296,0.086118184
TEST_00297,0.09972508
TEST_00298,0.061920304
TEST_00299,0.061918795
TEST_00300,0.127023
TEST_00301,0.08263717
TEST_00302,0.10392639
TEST_00303,0.15491416
TEST_00304,0.11465676
TEST_00305,0.1229839
TEST_00306,0.061125718
TEST_00307,0.09377242
TEST_00308,0.11295175
TEST_00309,0.13280801
TEST_00310,0.11813
TEST_00311,0.1421343
TEST_00312,0.071140975
TEST_00313,0.07892228
TEST_00314,0.15841782
TEST_00315,0.08337122
TEST_00316,0.108063355
TEST_00317,0.20661473
TEST_00318,0.07615223
TEST_00319,0.084824905
TEST_00320,0.13704915
TEST_00321,0.09611137
TEST_00322,0.16149502
TEST_00323,0.10447664
TEST_00324,0.043475203
TEST_00325,0.03673915
TEST_00326,0.1782313
TEST_00327,0.10570005
TEST_00328,0.0973979
TEST_00329,0.09140855
TEST_00330,0.07184033
TEST_00331,0.024792325
TEST_00332,0.09776268
TEST_00333,0.11818834
TEST_00334,0.09786056
TEST_00335,0.2617556
TEST_00336,0.1420848
TEST_00337,0.102639586
TEST_00338,0.0735527
TEST_00339,0.11013577
TEST_00340,0.1936439
TEST_00341,0.05397811
TEST_00342,0.117004625
TEST_00343,0.11969755
TEST_00344,0.09220009
TEST_00345,0.14482863
TEST_00346,0.19329101
TEST_00347,0.113873936
TEST_00348,0.070482366
TEST_00349,0.0773829
TEST_00350,0.09252347
TEST_00351,0.12789477
TEST_00352,0.12720801
TEST_00353,0.08237142
TEST_00354,0.15888815
TEST_00355,0.10620796
TEST_00356,0.10986472
TEST_00357,0.04729658
TEST_00358,0.11442635
TEST_00359,0.07181868
TEST_00360,0.09025991
TEST_00361,0.13885556
TEST_00362,0.10983131
TEST_00363,0.099209525
TEST_00364,0.1060577
TEST_00365,0.06801119
TEST_00366,0.106834605
TEST_00367,0.14949836
TEST_00368,0.14622611
TEST_00369,0.105290234
TEST_00370,0.093590066
TEST_00371,0.22002564
TEST_00372,0.07945549
TEST_00373,0.104676574
TEST_00374,0.09018788
TEST_00375,0.11436436
TEST_00376,0.09996368
TEST_00377,0.25287908
TEST_00378,0.07703856
TEST_00379,0.17167553
TEST_00380,0.12945713
TEST_00381,0.08825477
TEST_00382,0.09548417
TEST_00383,0.08437324
TEST_00384,0.2716995
TEST_00385,0.13307267
TEST_00386,0.118031256
TEST_00387,0.07965903
TEST_00388,0.08591245
TEST_00389,0.09971359
TEST_00390,0.064852
TEST_00391,0.08973192
TEST_00392,0.10887327
TEST_00393,0.13541421
TEST_00394,0.083650865
TEST_00395,0.11319141
TEST_00396,0.19114624
TEST_00397,0.09575217
TEST_00398,0.11006882
TEST_00399,0.12618876
TEST_00400,0.10195835
TEST_00401,0.113351084
TEST_00402,0.13452494
TEST_00403,0.10060729
TEST_00404,0.09367258
TEST_00405,0.083651796
TEST_00406,0.037231974
TEST_00407,0.09224286
TEST_00408,0.12909706
TEST_00409,0.14106975
TEST_00410,0.09036894
TEST_00411,0.11752174
TEST_00412,0.09130574
TEST_00413,0.09792069
TEST_00414,0.052353233
TEST_00415,0.14298658
TEST_00416,0.07646289
TEST_00417,0.14179505
TEST_00418,0.16698666
TEST_00419,0.106798254
TEST_00420,0.13448773
TEST_00421,0.120260686
TEST_00422,0.051454246
TEST_00423,0.10937001
TEST_00424,0.15023588
TEST_00425,0.09062217
TEST_00426,0.096986584
TEST_00427,0.12600726
TEST_00428,0.1417555
TEST_00429,0.13960415
TEST_00430,0.064422034
TEST_00431,0.06706082
TEST_00432,0.11737504
TEST_00433,0.071184754
TEST_00434,0.13630082
TEST_00435,0.05721951
TEST_00436,0.123579934
TEST_00437,0.12286396
TEST_00438,0.06962255
TEST_00439,0.12942766
TEST_00440,0.07748592
TEST_00441,0.1034378
TEST_00442,0.062033318
TEST_00443,0.06087503
TEST_00444,0.14300668
TEST_00445,0.11919158
TEST_00446,0.128315
TEST_00447,0.08504571
TEST_00448,0.040081985
TEST_00449,0.062191695
TEST_00450,0.097357534
TEST_00451,0.11074265
TEST_00452,0.14807747
TEST_00453,0.13001446
TEST_00454,0.11978261
TEST_00455,0.21371815
TEST_00456,0.18472432
TEST_00457,0.120976605
TEST_00458,0.085282065
TEST_00459,0.07722498
TEST_00460,0.08593861
TEST_00461,0.15112855
TEST_00462,0.102182336
TEST_00463,0.07272817
TEST_00464,0.082321286
TEST_00465,0.116742395
TEST_00466,0.12981325
TEST_00467,0.15187672
TEST_00468,0.08033159
TEST_00469,0.07850408
TEST_00470,0.28827515
TEST_00471,0.09236278
TEST_00472,0.09880016
TEST_00473,0.07944225
TEST_00474,0.10412282
TEST_00475,0.058034163
TEST_00476,0.12182903
TEST_00477,0.122084536
TEST_00478,0.1563743
TEST_00479,0.12801324
TEST_00480,0.05605442
TEST_00481,0.04028456
TEST_00482,0.08595918
TEST_00483,0.10488086
TEST_00484,0.061574005
TEST_00485,0.09208695
TEST_00486,0.1275255
TEST_00487,0.059485406
TEST_00488,0.072077885
TEST_00489,0.09180993
TEST_00490,0.15863514
TEST_00491,0.1504214
TEST_00492,0.16226302
TEST_00493,0.33622038
TEST_00494,0.17095311
TEST_00495,0.05481088
TEST_00496,0.1238756
TEST_00497,0.09524389
TEST_00498,0.11651254
TEST_00499,0.11635607
TEST_00500,0.12648456
TEST_00501,0.05745608
TEST_00502,0.106919676
TEST_00503,0.11622777
TEST_00504,0.1350814
TEST_00505,0.10041385
TEST_00506,0.07446738
TEST_00507,0.06624418
TEST_00508,0.16338205
TEST_00509,0.1393124
TEST_00510,0.022570932
TEST_00511,0.111975625
TEST_00512,0.22130303
TEST_00513,0.14028673
TEST_00514,0.046778575
TEST_00515,0.112275824
TEST_00516,0.14525612
TEST_00517,0.13146506
TEST_00518,0.10734126
TEST_00519,0.14563896
TEST_00520,0.09701147
TEST_00521,0.19805409
TEST_00522,0.11642682
TEST_00523,0.11288107
TEST_00524,0.12110161
TEST_00525,0.15346281
TEST_00526,0.08562923
TEST_00527,0.09728042
TEST_00528,0.1241975
TEST_00529,0.048544634
TEST_00530,0.077756755
TEST_00531,0.12011279
TEST_00532,0.099197164
TEST_00533,0.040501166
TEST_00534,0.11893736
TEST_00535,0.102512434
TEST_00536,0.13499863
TEST_00537,0.14053339
TEST_00538,0.08600051
TEST_00539,0.071657084
TEST_00540,0.12015876
TEST_00541,0.11402547
TEST_00542,0.105476715
TEST_00543,0.119541556
TEST_00544,0.13716021
TEST_00545,0.104146495
TEST_00546,0.14073494
TEST_00547,0.06749793
TEST_00548,0.10720828
TEST_00549,0.104667485
TEST_00550,0.1378245
TEST_00551,0.11156684
TEST_00552,0.14122923
TEST_00553,0.1172147
TEST_00554,0.09471247
TEST_00555,0.12954241
TEST_00556,0.12943994
TEST_00557,0.108437926
TEST_00558,0.10985868
TEST_00559,0.10678918
TEST_00560,0.026957544
TEST_00561,0.14815415
TEST_00562,0.06431887
TEST_00563,0.11958453
TEST_00564,0.09003586
TEST_00565,0.08732069
TEST_00566,0.09007283
TEST_00567,0.11653172
TEST_00568,0.07785897
TEST_00569,0.11770337
TEST_00570,0.111004695
TEST_00571,0.052449558
TEST_00572,0.12315293
TEST_00573,0.033202615
TEST_00574,0.21035556
TEST_00575,0.13177285
TEST_00576,0.057364423
TEST_00577,0.24301411
TEST_00578,0.11872961
TEST_00579,0.12824963
TEST_00580,0.13957262
TEST_00581,0.12432667
TEST_00582,0.100346304
TEST_00583,0.14924295
TEST_00584,0.06592367
TEST_00585,0.09576968
TEST_00586,0.061975244
TEST_00587,0.08731986
TEST_00588,0.10592171
TEST_00589,0.15206479
TEST_00590,0.11392796
TEST_00591,0.08968594
TEST_00592,0.09170131
TEST_00593,0.08807937
TEST_00594,0.071725786
TEST_00595,0.11892909
TEST_00596,0.12744355
TEST_00597,0.08481159
TEST_00598,0.15217695
TEST_00599,0.16879
TEST_00600,0.07786393
TEST_00601,0.10756502
TEST_00602,0.21765848
TEST_00603,0.13675156
TEST_00604,0.24154584
TEST_00605,0.085237026
TEST_00606,0.14069879
TEST_00607,0.13857959
TEST_00608,0.17080042
TEST_00609,0.08405402
TEST_00610,0.122167684
TEST_00611,0.10791908
TEST_00612,0.10398085
TEST_00613,0.07724273
TEST_00614,0.09027309
TEST_00615,0.06885053
TEST_00616,0.193151
TEST_00617,0.24226366
TEST_00618,0.12557018
TEST_00619,0.10481057
TEST_00620,0.13401571
TEST_00621,0.15260388
TEST_00622,0.07752914
TEST_00623,0.11894783
TEST_00624,0.07412406
TEST_00625,0.12364436
TEST_00626,0.16307123
TEST_00627,0.08483097
TEST_00628,0.10041909
TEST_00629,0.12150652
TEST_00630,0.0915245
TEST_00631,0.101679265
TEST_00632,0.12284524
TEST_00633,0.10404754
TEST_00634,0.072666325
TEST_00635,0.04517091
TEST_00636,0.18264563
TEST_00637,0.09846699
TEST_00638,0.061737087
TEST_00639,0.11774024
TEST_00640,0.12747136
TEST_00641,0.08962561
TEST_00642,0.036064517
TEST_00643,0.07300979
TEST_00644,0.079862386
TEST_00645,0.16238818
TEST_00646,0.108191825
TEST_00647,0.11389041
TEST_00648,0.07948938
TEST_00649,0.15599427
TEST_00650,0.113086715
TEST_00651,0.08064683
TEST_00652,0.07229214
TEST_00653,0.09148392
TEST_00654,0.117901646
TEST_00655,0.025620976
TEST_00656,0.0926278
TEST_00657,0.059103627
TEST_00658,0.12626354
TEST_00659,0.07389132
TEST_00660,0.12259132
TEST_00661,0.12208618
TEST_00662,0.093178995
TEST_00663,0.14044051
TEST_00664,0.060969632
TEST_00665,0.09452624
TEST_00666,0.12666394
TEST_00667,0.106558196
TEST_00668,0.11157041
TEST_00669,0.1390763
TEST_00670,0.22475295
TEST_00671,0.06989032
TEST_00672,0.06014208
TEST_00673,0.070169315
TEST_00674,0.053910814
TEST_00675,0.092877984
TEST_00676,0.08969967
TEST_00677,0.05876201
TEST_00678,0.123180225
TEST_00679,0.16428404
TEST_00680,0.0734774
TEST_00681,0.15285505
TEST_00682,0.075186744
TEST_00683,0.12755272
TEST_00684,0.089910924
TEST_00685,0.2421367
TEST_00686,0.06726504
TEST_00687,0.14508404
TEST_00688,0.19354229
TEST_00689,0.083896205
TEST_00690,0.14021318
TEST_00691,0.08340169
TEST_00692,0.08527236
TEST_00693,0.12352264
TEST_00694,0.11170972
TEST_00695,0.07661447
TEST_00696,0.12417739
TEST_00697,0.11297669
TEST_00698,0.09719902
TEST_00699,0.122087434
TEST_00700,0.09193479
TEST_00701,0.105458945
TEST_00702,0.08033432
TEST_00703,0.13358065
TEST_00704,0.12890874
TEST_00705,0.061179258
TEST_00706,0.1191523
TEST_00707,0.11016206
TEST_00708,0.15284923
TEST_00709,0.04274049
TEST_00710,0.13384056
TEST_00711,0.10751483
TEST_00712,0.13602969
TEST_00713,0.034198478
TEST_00714,0.054361627
TEST_00715,0.09023732
TEST_00716,0.03292624
TEST_00717,0.043379627
TEST_00718,0.12291714
TEST_00719,0.077189215
TEST_00720,0.06978963
TEST_00721,0.03792926
TEST_00722,0.08683662
TEST_00723,0.044279497
TEST_00724,0.090728246
TEST_00725,0.0892094
TEST_00726,0.19388603
TEST_00727,0.08582606
TEST_00728,0.11662854
TEST_00729,0.07513497
TEST_00730,0.044177502
TEST_00731,0.07964239
TEST_00732,0.0643658
TEST_00733,0.11630664
TEST_00734,0.07497506
TEST_00735,0.056580197
TEST_00736,0.110300325
TEST_00737,0.11954834
TEST_00738,0.09759014
TEST_00739,0.12268541
TEST_00740,0.042935364
TEST_00741,0.14030617
TEST_00742,0.15271297
TEST_00743,0.085043594
TEST_00744,0.055313814
TEST_00745,0.093366414
TEST_00746,0.123059444
TEST_00747,0.13489752
TEST_00748,0.06258587
TEST_00749,0.076237515
TEST_00750,0.09991299
TEST_00751,0.0546721
TEST_00752,0.086798
TEST_00753,0.08785721
TEST_00754,0.059788898
TEST_00755,0.033768177
TEST_00756,0.13173921
TEST_00757,0.09032393
TEST_00758,0.11054412
TEST_00759,0.11620668
TEST_00760,0.1734292
TEST_00761,0.11112458
TEST_00762,0.081180386
TEST_00763,0.11259557
TEST_00764,0.093921155
TEST_00765,0.096551016
TEST_00766,0.10489112
TEST_00767,0.12163899
TEST_00768,0.10195687
TEST_00769,0.122632325
TEST_00770,0.10311396
TEST_00771,0.112369984
TEST_00772,0.060467325
TEST_00773,0.05696963
TEST_00774,0.058108732
TEST_00775,0.13864164
TEST_00776,0.099424675
TEST_00777,0.11297204
TEST_00778,0.10137088
TEST_00779,0.089201145
TEST_00780,0.09874731
TEST_00781,0.10586051
TEST_00782,0.11597147
TEST_00783,0.22958018
TEST_00784,0.040897045
TEST_00785,0.117440715
TEST_00786,0.09822853
TEST_00787,0.07423484
TEST_00788,0.1524164
TEST_00789,0.12600698
TEST_00790,0.20929623
TEST_00791,0.12756951
TEST_00792,0.07455056
TEST_00793,0.109227225
TEST_00794,0.080547184
TEST_00795,0.10254421
TEST_00796,0.123919494
TEST_00797,0.11042464
TEST_00798,0.14126922
TEST_00799,0.15490589
TEST_00800,0.081890725
TEST_00801,0.13552149
TEST_00802,0.06370725
TEST_00803,0.1104473
TEST_00804,0.096858144
TEST_00805,0.09189509
TEST_00806,0.10908758
TEST_00807,0.08716143
TEST_00808,0.10483381
TEST_00809,0.10516069
TEST_00810,0.080269635
TEST_00811,0.1280214
TEST_00812,0.102714956
TEST_00813,0.10212884
TEST_00814,0.106111765
TEST_00815,0.08543897
TEST_00816,0.09658007
TEST_00817,0.19349538
TEST_00818,0.07179479
TEST_00819,0.10090635
TEST_00820,0.052640587
TEST_00821,0.130327
TEST_00822,0.10410244
TEST_00823,0.07423666
TEST_00824,0.18422401
TEST_00825,0.08798095
TEST_00826,0.08922244
TEST_00827,0.122576915
TEST_00828,0.07984543
TEST_00829,0.054205913
TEST_00830,0.078877665
TEST_00831,0.11989416
TEST_00832,0.07855304
TEST_00833,0.14960258
TEST_00834,0.10167925
TEST_00835,0.17466865
TEST_00836,0.10710847
TEST_00837,0.061825454
TEST_00838,0.12720267
TEST_00839,0.078430794
TEST_00840,0.13626805
TEST_00841,0.09265053
TEST_00842,0.10467189
TEST_00843,0.08996075
TEST_00844,0.08798011
TEST_00845,0.058458142
TEST_00846,0.099066705
TEST_00847,0.11717591
TEST_00848,0.087526664
TEST_00849,0.111830406
TEST_00850,0.1373504
TEST_00851,0.122881286
TEST_00852,0.1430452
TEST_00853,0.07982614
TEST_00854,0.08661818
TEST_00855,0.08576234
TEST_00856,0.056754827
TEST_00857,0.10652651
TEST_00858,0.09316604
TEST_00859,0.08647025
TEST_00860,0.09591102
TEST_00861,0.107036605
TEST_00862,0.037229683
TEST_00863,0.13195449
TEST_00864,0.13010523
TEST_00865,0.0998554
TEST_00866,0.15909089
TEST_00867,0.077410705
TEST_00868,0.07992416
TEST_00869,0.11807671
TEST_00870,0.1143213
TEST_00871,0.14527354
TEST_00872,0.09006099
TEST_00873,0.097477764
TEST_00874,0.07573705
TEST_00875,0.09152611
TEST_00876,0.122000016
TEST_00877,0.100735985
TEST_00878,0.13001658
TEST_00879,0.15407434
TEST_00880,0.07400432
TEST_00881,0.12626006
TEST_00882,0.08043737
TEST_00883,0.059864927
TEST_00884,0.09948034
TEST_00885,0.12550956
TEST_00886,0.14647816
TEST_00887,0.14312245
TEST_00888,0.11380905
TEST_00889,0.086824626
TEST_00890,0.093173735
TEST_00891,0.14416994
TEST_00892,0.06861894
TEST_00893,0.1071752
TEST_00894,0.10574763
TEST_00895,0.10911004
TEST_00896,0.13311757
TEST_00897,0.10174128
TEST_00898,0.088118635
TEST_00899,0.14030923
TEST_00900,0.11235362
TEST_00901,0.09285798
TEST_00902,0.051079534
TEST_00903,0.1019794
TEST_00904,0.1169465
TEST_00905,0.07515529
TEST_00906,0.10528874
TEST_00907,0.07869962
TEST_00908,0.12548502
TEST_00909,0.1417644
TEST_00910,0.08035142
TEST_00911,0.100082844
TEST_00912,0.101232156
TEST_00913,0.11321683
TEST_00914,0.105750725
TEST_00915,0.06668279
TEST_00916,0.108148575
TEST_00917,0.122773536
TEST_00918,0.108271934
TEST_00919,0.19986686
TEST_00920,0.06254683
TEST_00921,0.11993477
TEST_00922,0.09178694
TEST_00923,0.1000544
TEST_00924,0.06025325
TEST_00925,0.107467614
TEST_00926,0.12067311
TEST_00927,0.09410516
TEST_00928,0.14515762
TEST_00929,0.08148265
TEST_00930,0.115275346
TEST_00931,0.109550044
TEST_00932,0.12716885
TEST_00933,0.117211856
TEST_00934,0.15131393
TEST_00935,0.14510186
TEST_00936,0.123609945
TEST_00937,0.06451887
TEST_00938,0.09520838
TEST_00939,0.12060666
TEST_00940,0.12809542
TEST_00941,0.0754659
TEST_00942,0.08196041
TEST_00943,0.099861115
TEST_00944,0.08352155
TEST_00945,0.19817036
TEST_00946,0.10512684
TEST_00947,0.07119437
TEST_00948,0.04440431
TEST_00949,0.12039597
TEST_00950,0.11062792
TEST_00951,0.12790331
TEST_00952,0.08301763
TEST_00953,0.086879656
TEST_00954,0.073935755
TEST_00955,0.09478241
TEST_00956,0.112863466
TEST_00957,0.11180366
TEST_00958,0.06393141
TEST_00959,0.09190788
TEST_00960,0.14421931
TEST_00961,0.13400294
TEST_00962,0.14528048
TEST_00963,0.110436626
TEST_00964,0.076835595
TEST_00965,0.11959052
TEST_00966,0.10178469
TEST_00967,0.09838949
TEST_00968,0.0924946
TEST_00969,0.122756965
TEST_00970,0.105800144
TEST_00971,0.13431524
TEST_00972,0.09147917
TEST_00973,0.13573101
TEST_00974,0.15353099
TEST_00975,0.06865946
TEST_00976,0.13243109
TEST_00977,0.07176844
TEST_00978,0.12397791
TEST_00979,0.12073326
TEST_00980,0.08797049
TEST_00981,0.0792876
TEST_00982,0.12034706
TEST_00983,0.08520383
TEST_00984,0.1309054
TEST_00985,0.10779463
TEST_00986,0.13010287
TEST_00987,0.11477779
TEST_00988,0.11635927
TEST_00989,0.090227835
TEST_00990,0.067407615
TEST_00991,0.17732152
TEST_00992,0.10748809
TEST_00993,0.07790787
TEST_00994,0.11299588
TEST_00995,0.09444841
TEST_00996,0.20568728
TEST_00997,0.14456552
TEST_00998,0.110618934
TEST_00999,0.10173647
TEST_01000,0.097318366
TEST_01001,0.049020946
TEST_01002,0.15160283
TEST_01003,0.08302612
TEST_01004,0.07785255
TEST_01005,0.0832478
TEST_01006,0.061111055
TEST_01007,0.14592463
TEST_01008,0.10590283
TEST_01009,0.097958095
TEST_01010,0.14071508
TEST_01011,0.17627491
TEST_01012,0.10104652
TEST_01013,0.12854473
TEST_01014,0.051664595
TEST_01015,0.110585436
TEST_01016,0.07656036
TEST_01017,0.064327545
TEST_01018,0.075404555
TEST_01019,0.13455829
TEST_01020,0.09612871
TEST_01021,0.05464206
TEST_01022,0.11717268
TEST_01023,0.064773634
TEST_01024,0.114775114
TEST_01025,0.09898466
TEST_01026,0.14718643
TEST_01027,0.19569649
TEST_01028,0.08537932
TEST_01029,0.07313942
TEST_01030,0.06666175
TEST_01031,0.07160367
TEST_01032,0.13335924
TEST_01033,0.1623965
TEST_01034,0.11053107
TEST_01035,0.10343897
TEST_01036,0.12049937
TEST_01037,0.13957998
TEST_01038,0.09658944
TEST_01039,0.10136643
TEST_01040,0.11542029
TEST_01041,0.22738399
TEST_01042,0.18387578
TEST_01043,0.063674204
TEST_01044,0.10061524
TEST_01045,0.10597209
TEST_01046,0.11923907
TEST_01047,0.06856155
TEST_01048,0.12540998
TEST_01049,0.2209449
TEST_01050,0.10312719
TEST_01051,0.10053454
TEST_01052,0.058338936
TEST_01053,0.11199014
TEST_01054,0.121819
TEST_01055,0.06731367
TEST_01056,0.116598755
TEST_01057,0.05921296
TEST_01058,0.08361372
TEST_01059,0.25142044
TEST_01060,0.11013735
TEST_01061,0.09436953
TEST_01062,0.11803325
TEST_01063,0.12614386
TEST_01064,0.119671084
TEST_01065,0.047308438
TEST_01066,0.12245235
TEST_01067,0.13573894
TEST_01068,0.12047737
TEST_01069,0.09131666
TEST_01070,0.12225044
TEST_01071,0.141755
TEST_01072,0.06995774
TEST_01073,0.093238495
TEST_01074,0.08096281
TEST_01075,0.14839044
