ID,전화해지여부
TEST_00088,0.10034897
TEST_00089,0.0905241
TEST_00090,0.04388854
TEST_00091,0.07738105
TEST_00092,0.12570596
TEST_00093,0.04951047
TEST_00094,0.09224491
TEST_00095,0.11176959
TEST_00096,0.09618273
TEST_00097,0.15924753
TEST_00098,0.09403973
TEST_00099,0.09438121
TEST_00100,0.054997604
TEST_00101,0.089045435
TEST_00102,0.15728693
TEST_00103,0.1118263
TEST_00104,0.055526055
TEST_00105,0.17048572
TEST_00106,0.06188724
TEST_00107,0.09661494
TEST_00108,0.054321084
TEST_00109,0.091627255
TEST_00110,0.12298514
TEST_00111,0.14885524
TEST_00112,0.03412009
TEST_00113,0.28132203
TEST_00114,0.05781432
TEST_00115,0.13606293
TEST_00116,0.13937756
TEST_00117,0.10425377
TEST_00118,0.16638285
TEST_00119,0.12190212
TEST_00120,0.13125727
TEST_00121,0.0988104
TEST_00122,0.10260342
TEST_00123,0.080712415
TEST_00124,0.053528342
TEST_00125,0.10615016
TEST_00126,0.06735687
TEST_00127,0.060616802
TEST_00128,0.122651085
TEST_00129,0.27279857
TEST_00130,0.054928612
TEST_00131,0.1386701
TEST_00132,0.16729411
TEST_00133,0.1571051
TEST_00134,0.13753647
TEST_00135,0.11202655
TEST_00136,0.06858097
TEST_00137,0.11369791
TEST_00138,0.13087457
TEST_00139,0.04142828
TEST_00140,0.25530985
TEST_00141,0.054815207
TEST_00142,0.15133025
TEST_00143,0.17475489
TEST_00144,0.13347502
TEST_00145,0.13920996
TEST_00146,0.053668015
TEST_00147,0.1663603
TEST_00148,0.15367045
TEST_00149,0.069331765
TEST_00150,0.07125251
TEST_00151,0.072443664
TEST_00152,0.09445692
TEST_00153,0.12332509
TEST_00154,0.08378496
TEST_00155,0.1047522
TEST_00156,0.08205888
TEST_00157,0.11416587
TEST_00158,0.13613439
TEST_00159,0.12551017
TEST_00160,0.054111935
TEST_00161,0.107285395
TEST_00162,0.13561137
TEST_00163,0.05799193
TEST_00164,0.084449224
TEST_00165,0.09092195
TEST_00166,0.07579694
TEST_00167,0.09504803
TEST_00168,0.088543594
TEST_00169,0.11865749
TEST_00170,0.12313596
TEST_00171,0.122157976
TEST_00172,0.12583874
TEST_00173,0.13490254
TEST_00174,0.063793905
TEST_00175,0.07116456
TEST_00176,0.084434405
TEST_00177,0.07831016
TEST_00178,0.16465741
TEST_00179,0.13899143
TEST_00180,0.12839952
TEST_00181,0.10216976
TEST_00182,0.10451831
TEST_00183,0.0637399
TEST_00184,0.061151028
TEST_00185,0.071043044
TEST_00186,0.10864677
TEST_00187,0.07751013
TEST_00188,0.094032116
TEST_00189,0.09860834
TEST_00190,0.15910147
TEST_00191,0.050057687
TEST_00192,0.08710462
TEST_00193,0.050377984
TEST_00194,0.0829327
TEST_00195,0.09937398
TEST_00196,0.11195382
TEST_00197,0.04612819
TEST_00198,0.15346281
TEST_00199,0.1148568
TEST_00200,0.11966644
TEST_00201,0.13544013
TEST_00202,0.066172615
TEST_00203,0.19060941
TEST_00204,0.074850455
TEST_00205,0.28298226
TEST_00206,0.060266647
TEST_00207,0.09332475
TEST_00208,0.06438021
TEST_00209,0.054855045
TEST_00210,0.08038501
TEST_00211,0.089016065
TEST_00212,0.098139696
TEST_00213,0.07677919
TEST_00214,0.15884563
TEST_00215,0.08071804
TEST_00216,0.09830289
TEST_00217,0.083799236
TEST_00218,0.17745999
TEST_00219,0.04827446
TEST_00220,0.049260534
TEST_00221,0.08892506
TEST_00222,0.06353248
TEST_00223,0.045395643
TEST_00224,0.089696385
TEST_00225,0.10455497
TEST_00226,0.117425226
TEST_00227,0.0993685
TEST_00228,0.039639086
TEST_00229,0.05782268
TEST_00230,0.12479322
TEST_00231,0.1958826
TEST_00232,0.06826717
TEST_00233,0.1373591
TEST_00234,0.08031236
TEST_00235,0.046977617
TEST_00236,0.08162753
TEST_00237,0.08782308
TEST_00238,0.17281118
TEST_00239,0.106426746
TEST_00240,0.09809947
TEST_00241,0.057336662
TEST_00242,0.09716658
TEST_00243,0.05836773
TEST_00244,0.1698228
TEST_00245,0.069590256
TEST_00246,0.119993486
TEST_00247,0.08251197
TEST_00248,0.12981457
TEST_00249,0.13674216
TEST_00250,0.124864176
TEST_00251,0.07369917
TEST_00252,0.07404848
TEST_00253,0.060560457
TEST_00254,0.19041882
TEST_00255,0.108093776
TEST_00256,0.107881255
TEST_00257,0.11688744
TEST_00258,0.07656261
TEST_00259,0.07742591
TEST_00260,0.2850263
TEST_00261,0.11742432
TEST_00262,0.046437323
TEST_00263,0.07151685
TEST_00264,0.067191616
TEST_00265,0.012255754
TEST_00266,0.06817625
TEST_00267,0.12663268
TEST_00268,0.29702
TEST_00269,0.122638375
TEST_00270,0.12578344
TEST_00271,0.08105887
TEST_00272,0.14395659
TEST_00273,0.04297369
TEST_00274,0.120020404
TEST_00275,0.078799956
TEST_00276,0.114164256
TEST_00277,0.09953451
TEST_00278,0.07793746
TEST_00279,0.07744615
TEST_00280,0.077889614
TEST_00281,0.14969961
TEST_00282,0.13979664
TEST_00283,0.08423284
TEST_00284,0.1212281
TEST_00285,0.10416177
TEST_00286,0.07274101
TEST_00287,0.10128088
TEST_00288,0.06262297
TEST_00289,0.07882319
TEST_00290,0.08310793
TEST_00291,0.14461485
TEST_00292,0.092426494
TEST_00293,0.09762272
TEST_00294,0.08221388
TEST_00295,0.13303576
TEST_00296,0.098601826
TEST_00297,0.13186698
TEST_00298,0.07208884
TEST_00299,0.04844451
TEST_00300,0.14796127
TEST_00301,0.057063226
TEST_00302,0.11948748
TEST_00303,0.15466984
TEST_00304,0.108128875
TEST_00305,0.11662299
TEST_00306,0.04535393
TEST_00307,0.063841626
TEST_00308,0.12206872
TEST_00309,0.14498971
TEST_00310,0.087560035
TEST_00311,0.13213862
TEST_00312,0.059949495
TEST_00313,0.063693054
TEST_00314,0.14633568
TEST_00315,0.07711741
TEST_00316,0.1014571
TEST_00317,0.32973853
TEST_00318,0.09475459
TEST_00319,0.096504696
TEST_00320,0.13614547
TEST_00321,0.09985595
TEST_00322,0.18236016
TEST_00323,0.10609905
TEST_00324,0.053506147
TEST_00325,0.037821747
TEST_00326,0.11287133
TEST_00327,0.08618491
TEST_00328,0.13722192
TEST_00329,0.13543236
TEST_00330,0.07646846
TEST_00331,0.027254151
TEST_00332,0.07723739
TEST_00333,0.15543589
TEST_00334,0.073360145
TEST_00335,0.23434892
TEST_00336,0.17821917
TEST_00337,0.109093145
TEST_00338,0.05637277
TEST_00339,0.08600829
TEST_00340,0.2699925
TEST_00341,0.055055343
TEST_00342,0.11421585
TEST_00343,0.09161055
TEST_00344,0.10696244
TEST_00345,0.172708
TEST_00346,0.26752764
TEST_00347,0.12891378
TEST_00348,0.058523912
TEST_00349,0.049420226
TEST_00350,0.04267064
TEST_00351,0.14832711
TEST_00352,0.079565
TEST_00353,0.05915015
TEST_00354,0.13906647
TEST_00355,0.07165846
TEST_00356,0.0958473
TEST_00357,0.023945428
TEST_00358,0.111254595
TEST_00359,0.06012545
TEST_00360,0.079563625
TEST_00361,0.13650888
TEST_00362,0.1385065
TEST_00363,0.0898237
TEST_00364,0.09064007
TEST_00365,0.061685715
TEST_00366,0.100306444
TEST_00367,0.15544397
TEST_00368,0.13431501
TEST_00369,0.13626173
TEST_00370,0.09457813
TEST_00371,0.29382125
TEST_00372,0.040330164
TEST_00373,0.101647235
TEST_00374,0.06879665
TEST_00375,0.071109146
TEST_00376,0.098048896
TEST_00377,0.28620994
TEST_00378,0.06924837
TEST_00379,0.155533
TEST_00380,0.10948217
TEST_00381,0.08892587
TEST_00382,0.06749615
TEST_00383,0.06865245
TEST_00384,0.2721709
TEST_00385,0.14034057
TEST_00386,0.07119655
TEST_00387,0.058565084
TEST_00388,0.067911394
TEST_00389,0.08762857
TEST_00390,0.025528044
TEST_00391,0.07933107
TEST_00392,0.083421744
TEST_00393,0.12373796
TEST_00394,0.07645107
TEST_00395,0.09702285
TEST_00396,0.22516407
TEST_00397,0.07049494
TEST_00398,0.11107711
TEST_00399,0.09888197
TEST_00400,0.0711616
TEST_00401,0.087717056
TEST_00402,0.12901884
TEST_00403,0.14113383
TEST_00404,0.102839656
TEST_00405,0.0725892
TEST_00406,0.038025603
TEST_00407,0.07456112
TEST_00408,0.15257356
TEST_00409,0.17572685
TEST_00410,0.09703582
TEST_00411,0.08799829
TEST_00412,0.09531408
TEST_00413,0.07234976
TEST_00414,0.052651398
TEST_00415,0.12166475
TEST_00416,0.0552531
TEST_00417,0.106177956
TEST_00418,0.18253659
TEST_00419,0.07622318
TEST_00420,0.1329458
TEST_00421,0.113889776
TEST_00422,0.04848033
TEST_00423,0.10541091
TEST_00424,0.14086597
TEST_00425,0.10206314
TEST_00426,0.11206673
TEST_00427,0.121132225
TEST_00428,0.14675103
TEST_00429,0.14231005
TEST_00430,0.04408915
TEST_00431,0.06847565
TEST_00432,0.07732867
TEST_00433,0.049401585
TEST_00434,0.1269868
TEST_00435,0.058360446
TEST_00436,0.093913704
TEST_00437,0.06423022
TEST_00438,0.07443687
TEST_00439,0.16085052
TEST_00440,0.09642114
TEST_00441,0.076177284
TEST_00442,0.08042898
TEST_00443,0.030396242
TEST_00444,0.19517748
TEST_00445,0.09529878
TEST_00446,0.12867735
TEST_00447,0.056226645
TEST_00448,0.047626454
TEST_00449,0.04919076
TEST_00450,0.075018436
TEST_00451,0.09164801
TEST_00452,0.12909146
TEST_00453,0.11148056
TEST_00454,0.159357
TEST_00455,0.29895896
TEST_00456,0.27323136
TEST_00457,0.11415033
TEST_00458,0.07794189
TEST_00459,0.06227434
TEST_00460,0.07380965
TEST_00461,0.1587574
TEST_00462,0.13985412
TEST_00463,0.06976015
TEST_00464,0.05867896
TEST_00465,0.07872408
TEST_00466,0.1353953
TEST_00467,0.12750603
TEST_00468,0.086964376
TEST_00469,0.06419661
TEST_00470,0.24855332
TEST_00471,0.078129336
TEST_00472,0.075527355
TEST_00473,0.13529491
TEST_00474,0.08786474
TEST_00475,0.06120929
TEST_00476,0.15977402
TEST_00477,0.13055995
TEST_00478,0.13717802
TEST_00479,0.098694004
TEST_00480,0.07549117
TEST_00481,0.032099668
TEST_00482,0.083750665
TEST_00483,0.075383365
TEST_00484,0.058336027
TEST_00485,0.07171622
TEST_00486,0.1313361
TEST_00487,0.06057777
TEST_00488,0.068744674
TEST_00489,0.09202342
TEST_00490,0.15278056
TEST_00491,0.12640135
TEST_00492,0.2222702
TEST_00493,0.3691783
TEST_00494,0.15751827
TEST_00495,0.09047011
TEST_00496,0.10925536
TEST_00497,0.08464604
TEST_00498,0.09167469
TEST_00499,0.11158097
TEST_00500,0.11680353
TEST_00501,0.04999845
TEST_00502,0.10914575
TEST_00503,0.112711
TEST_00504,0.14382061
TEST_00505,0.076618396
TEST_00506,0.09939159
TEST_00507,0.04172978
TEST_00508,0.17204495
TEST_00509,0.12776785
TEST_00510,0.016268477
TEST_00511,0.09812525
TEST_00512,0.23632403
TEST_00513,0.12736759
TEST_00514,0.049531084
TEST_00515,0.13030115
TEST_00516,0.14267603
TEST_00517,0.13682647
TEST_00518,0.08029552
TEST_00519,0.15850267
TEST_00520,0.09809548
TEST_00521,0.2938677
TEST_00522,0.13633147
TEST_00523,0.13050626
TEST_00524,0.12848705
TEST_00525,0.15520068
TEST_00526,0.09249065
TEST_00527,0.07497146
TEST_00528,0.1007718
TEST_00529,0.045870703
TEST_00530,0.06795075
TEST_00531,0.20991655
TEST_00532,0.105499595
TEST_00533,0.040681843
TEST_00534,0.075783685
TEST_00535,0.14514878
TEST_00536,0.1491054
TEST_00537,0.16543755
TEST_00538,0.1208853
TEST_00539,0.05392621
TEST_00540,0.1131479
TEST_00541,0.07897253
TEST_00542,0.109434366
TEST_00543,0.12349725
TEST_00544,0.17151955
TEST_00545,0.09072076
TEST_00546,0.13874777
TEST_00547,0.08260542
TEST_00548,0.10638002
TEST_00549,0.08531992
TEST_00550,0.119133525
TEST_00551,0.08130072
TEST_00552,0.09716188
TEST_00553,0.1197931
TEST_00554,0.09168625
TEST_00555,0.1163202
TEST_00556,0.12299178
TEST_00557,0.08047004
TEST_00558,0.10398019
TEST_00559,0.08462262
TEST_00560,0.020794544
TEST_00561,0.15196404
TEST_00562,0.074120425
TEST_00563,0.07448887
TEST_00564,0.09339752
TEST_00565,0.07521122
TEST_00566,0.08666529
TEST_00567,0.10528334
TEST_00568,0.06519877
TEST_00569,0.15503885
TEST_00570,0.08440425
TEST_00571,0.054002307
TEST_00572,0.10873564
TEST_00573,0.024145294
TEST_00574,0.2802794
TEST_00575,0.120278835
TEST_00576,0.048144866
TEST_00577,0.31826812
TEST_00578,0.07296205
TEST_00579,0.11923453
TEST_00580,0.11531243
TEST_00581,0.13299239
TEST_00582,0.08848568
TEST_00583,0.14813456
TEST_00584,0.051886633
TEST_00585,0.119221784
TEST_00586,0.075875245
TEST_00587,0.097058564
TEST_00588,0.1301619
TEST_00589,0.18519132
TEST_00590,0.10663691
TEST_00591,0.09933989
TEST_00592,0.08517758
TEST_00593,0.092908844
TEST_00594,0.05467547
TEST_00595,0.14394309
TEST_00596,0.113538526
TEST_00597,0.080860354
TEST_00598,0.12902054
TEST_00599,0.1567135
TEST_00600,0.06340518
TEST_00601,0.11943293
TEST_00602,0.29635066
TEST_00603,0.1368435
TEST_00604,0.2691729
TEST_00605,0.07083499
TEST_00606,0.1214732
TEST_00607,0.11583092
TEST_00608,0.17534079
TEST_00609,0.06833665
TEST_00610,0.114077725
TEST_00611,0.08108146
TEST_00612,0.12347752
TEST_00613,0.05325688
TEST_00614,0.06937881
TEST_00615,0.042166907
TEST_00616,0.3168268
TEST_00617,0.26623178
TEST_00618,0.123295024
TEST_00619,0.07771277
TEST_00620,0.17580704
TEST_00621,0.14305064
TEST_00622,0.09076486
TEST_00623,0.11360214
TEST_00624,0.13972422
TEST_00625,0.10582731
TEST_00626,0.124850646
TEST_00627,0.0720099
TEST_00628,0.11912774
TEST_00629,0.12089519
TEST_00630,0.09072187
TEST_00631,0.105113365
TEST_00632,0.1573728
TEST_00633,0.10832869
TEST_00634,0.059736237
TEST_00635,0.031528026
TEST_00636,0.20402241
TEST_00637,0.080899455
TEST_00638,0.050921354
TEST_00639,0.092140116
TEST_00640,0.08194273
TEST_00641,0.08463878
TEST_00642,0.032793127
TEST_00643,0.07608736
TEST_00644,0.06964467
TEST_00645,0.17800403
TEST_00646,0.086263485
TEST_00647,0.07672593
TEST_00648,0.065242305
TEST_00649,0.13860065
TEST_00650,0.10144881
TEST_00651,0.08748094
TEST_00652,0.073211685
TEST_00653,0.100544944
TEST_00654,0.13157333
TEST_00655,0.012382845
TEST_00656,0.07777667
TEST_00657,0.11759009
TEST_00658,0.102750815
TEST_00659,0.055145163
TEST_00660,0.11884922
TEST_00661,0.10407379
TEST_00662,0.12274852
TEST_00663,0.27161145
TEST_00664,0.07566131
TEST_00665,0.080162965
TEST_00666,0.14656779
TEST_00667,0.11837606
TEST_00668,0.09607464
TEST_00669,0.13578613
TEST_00670,0.32138
TEST_00671,0.07232932
TEST_00672,0.04193808
TEST_00673,0.0598279
TEST_00674,0.0502573
TEST_00675,0.07331092
TEST_00676,0.07108331
TEST_00677,0.041381534
TEST_00678,0.09476841
TEST_00679,0.13990155
TEST_00680,0.058125068
TEST_00681,0.13705176
TEST_00682,0.048149906
TEST_00683,0.106880225
TEST_00684,0.10331614
TEST_00685,0.30002543
TEST_00686,0.0739314
TEST_00687,0.17391482
TEST_00688,0.28961986
TEST_00689,0.087925754
TEST_00690,0.15184458
TEST_00691,0.06628004
TEST_00692,0.14560735
TEST_00693,0.09397189
TEST_00694,0.10190503
TEST_00695,0.074249014
TEST_00696,0.11886212
TEST_00697,0.09114936
TEST_00698,0.08109443
TEST_00699,0.1656911
TEST_00700,0.10180688
TEST_00701,0.11230374
TEST_00702,0.06906316
TEST_00703,0.11181749
TEST_00704,0.1529994
TEST_00705,0.042244337
TEST_00706,0.12474774
TEST_00707,0.15712065
TEST_00708,0.15204799
TEST_00709,0.035381075
TEST_00710,0.09849247
TEST_00711,0.122861564
TEST_00712,0.10279852
TEST_00713,0.02951021
TEST_00714,0.063815966
TEST_00715,0.059737477
TEST_00716,0.027359627
TEST_00717,0.050738096
TEST_00718,0.09166467
TEST_00719,0.071304254
TEST_00720,0.04367358
TEST_00721,0.044746976
TEST_00722,0.09073346
TEST_00723,0.050365582
TEST_00724,0.061589558
TEST_00725,0.10589275
TEST_00726,0.26977605
TEST_00727,0.13000579
TEST_00728,0.1507305
TEST_00729,0.05068048
TEST_00730,0.038272876
TEST_00731,0.0711998
TEST_00732,0.043417014
TEST_00733,0.1182331
TEST_00734,0.064804986
TEST_00735,0.061409496
TEST_00736,0.10100353
TEST_00737,0.1250517
TEST_00738,0.082563244
TEST_00739,0.10896317
TEST_00740,0.03266226
TEST_00741,0.14741002
TEST_00742,0.14771874
TEST_00743,0.05975703
TEST_00744,0.038194403
TEST_00745,0.17623433
TEST_00746,0.12942784
TEST_00747,0.14640088
TEST_00748,0.10054772
TEST_00749,0.07332238
TEST_00750,0.14512984
TEST_00751,0.07513929
TEST_00752,0.07418731
TEST_00753,0.13906448
TEST_00754,0.048087515
TEST_00755,0.026267437
TEST_00756,0.1348235
TEST_00757,0.06417412
TEST_00758,0.15607533
TEST_00759,0.1155322
TEST_00760,0.24747024
TEST_00761,0.1326447
TEST_00762,0.106925
TEST_00763,0.09330944
TEST_00764,0.10712363
TEST_00765,0.09104129
TEST_00766,0.07251843
TEST_00767,0.16414225
TEST_00768,0.10598269
TEST_00769,0.1472873
TEST_00770,0.075238906
TEST_00771,0.13955347
TEST_00772,0.058720823
TEST_00773,0.05726103
TEST_00774,0.12307137
TEST_00775,0.1423294
TEST_00776,0.09244602
TEST_00777,0.12555584
TEST_00778,0.14025979
TEST_00779,0.08231068
TEST_00780,0.10129081
TEST_00781,0.111735284
TEST_00782,0.1251099
TEST_00783,0.26302078
TEST_00784,0.040217496
TEST_00785,0.099151455
TEST_00786,0.07599284
TEST_00787,0.067311294
TEST_00788,0.1269285
TEST_00789,0.18252252
TEST_00790,0.24467312
TEST_00791,0.09279066
TEST_00792,0.05693963
TEST_00793,0.07491622
TEST_00794,0.05272495
TEST_00795,0.112151295
TEST_00796,0.07064459
TEST_00797,0.10965458
TEST_00798,0.14771461
TEST_00799,0.1388908
TEST_00800,0.0661607
TEST_00801,0.14069878
TEST_00802,0.053453684
TEST_00803,0.116529934
TEST_00804,0.14039364
TEST_00805,0.11137153
TEST_00806,0.12715662
TEST_00807,0.055144653
TEST_00808,0.055488326
TEST_00809,0.1618973
TEST_00810,0.07665379
TEST_00811,0.12214105
TEST_00812,0.14178841
TEST_00813,0.13991576
TEST_00814,0.12787448
TEST_00815,0.0907723
TEST_00816,0.095876835
TEST_00817,0.26881093
TEST_00818,0.048985973
TEST_00819,0.09225279
TEST_00820,0.063982286
TEST_00821,0.11537624
TEST_00822,0.06875378
TEST_00823,0.07689391
TEST_00824,0.21169582
TEST_00825,0.098482154
TEST_00826,0.08286883
TEST_00827,0.07196581
TEST_00828,0.06846459
TEST_00829,0.042380262
TEST_00830,0.034449082
TEST_00831,0.15638554
TEST_00832,0.084924735
TEST_00833,0.16283172
TEST_00834,0.104197964
TEST_00835,0.25400892
TEST_00836,0.09823632
TEST_00837,0.050246928
TEST_00838,0.094804175
TEST_00839,0.05092347
TEST_00840,0.09356624
TEST_00841,0.087129116
TEST_00842,0.11299968
TEST_00843,0.06541666
TEST_00844,0.08913817
TEST_00845,0.053735342
TEST_00846,0.12909174
TEST_00847,0.09378526
TEST_00848,0.0907773
TEST_00849,0.14217898
TEST_00850,0.17916653
TEST_00851,0.1268449
TEST_00852,0.17312564
TEST_00853,0.0738038
TEST_00854,0.092640124
TEST_00855,0.07838989
TEST_00856,0.04687747
TEST_00857,0.093138926
TEST_00858,0.092231266
TEST_00859,0.07311043
TEST_00860,0.085199594
TEST_00861,0.07410572
TEST_00862,0.02985755
TEST_00863,0.10747583
TEST_00864,0.11776468
TEST_00865,0.08931599
TEST_00866,0.14647299
TEST_00867,0.055950873
TEST_00868,0.07354134
TEST_00869,0.07936597
TEST_00870,0.13111135
TEST_00871,0.16076626
TEST_00872,0.07068494
TEST_00873,0.06815274
TEST_00874,0.115781546
TEST_00875,0.115004115
TEST_00876,0.12424375
TEST_00877,0.06203089
TEST_00878,0.118982986
TEST_00879,0.112559095
TEST_00880,0.07757914
TEST_00881,0.13873683
TEST_00882,0.08796978
TEST_00883,0.038719963
TEST_00884,0.11878287
TEST_00885,0.1441949
TEST_00886,0.10950323
TEST_00887,0.16121794
TEST_00888,0.111966155
TEST_00889,0.077612445
TEST_00890,0.12061634
TEST_00891,0.12938727
TEST_00892,0.062161177
TEST_00893,0.10950604
TEST_00894,0.10017007
TEST_00895,0.14326403
TEST_00896,0.12229848
TEST_00897,0.08823572
TEST_00898,0.082923874
TEST_00899,0.1608051
TEST_00900,0.09119329
TEST_00901,0.07835132
TEST_00902,0.05151317
TEST_00903,0.14056027
TEST_00904,0.13534749
TEST_00905,0.11088351
TEST_00906,0.09739272
TEST_00907,0.096726894
TEST_00908,0.13287805
TEST_00909,0.16644698
TEST_00910,0.07988869
TEST_00911,0.081221975
TEST_00912,0.104429886
TEST_00913,0.111818254
TEST_00914,0.10854633
TEST_00915,0.0668167
TEST_00916,0.08918591
TEST_00917,0.09635538
TEST_00918,0.117426276
TEST_00919,0.28509668
TEST_00920,0.06234613
TEST_00921,0.15225846
TEST_00922,0.12079557
TEST_00923,0.091081075
TEST_00924,0.06262449
TEST_00925,0.087502554
TEST_00926,0.14095616
TEST_00927,0.08301721
TEST_00928,0.15657967
TEST_00929,0.064077295
TEST_00930,0.08678307
TEST_00931,0.12550351
TEST_00932,0.10174757
TEST_00933,0.13794938
TEST_00934,0.15809293
TEST_00935,0.12654486
TEST_00936,0.12286666
TEST_00937,0.057879504
TEST_00938,0.097662374
TEST_00939,0.11718711
TEST_00940,0.1310506
TEST_00941,0.068756185
TEST_00942,0.065121606
TEST_00943,0.11506025
TEST_00944,0.09388239
TEST_00945,0.2929899
TEST_00946,0.09963815
TEST_00947,0.06874061
TEST_00948,0.03404753
TEST_00949,0.08420632
TEST_00950,0.081533894
TEST_00951,0.096960045
TEST_00952,0.06287348
TEST_00953,0.111256756
TEST_00954,0.0765476
TEST_00955,0.08690681
TEST_00956,0.1371576
TEST_00957,0.09730841
TEST_00958,0.059539158
TEST_00959,0.07201895
TEST_00960,0.16634823
TEST_00961,0.1387411
TEST_00962,0.1796517
TEST_00963,0.0972549
TEST_00964,0.055421196
TEST_00965,0.08120781
TEST_00966,0.1027172
TEST_00967,0.073231354
TEST_00968,0.06800825
TEST_00969,0.100984655
TEST_00970,0.07095124
TEST_00971,0.14503849
TEST_00972,0.08215294
TEST_00973,0.10588698
TEST_00974,0.14247467
TEST_00975,0.060903978
TEST_00976,0.15513411
TEST_00977,0.062063567
TEST_00978,0.11572726
TEST_00979,0.15295573
TEST_00980,0.07626992
TEST_00981,0.07568744
TEST_00982,0.110820636
TEST_00983,0.08817393
TEST_00984,0.1522362
TEST_00985,0.07594924
TEST_00986,0.14690307
TEST_00987,0.12747738
TEST_00988,0.1924582
TEST_00989,0.0689147
TEST_00990,0.073477075
TEST_00991,0.16633016
TEST_00992,0.1327273
TEST_00993,0.077333726
TEST_00994,0.07620091
TEST_00995,0.076868445
TEST_00996,0.2794953
TEST_00997,0.12958139
TEST_00998,0.09574788
TEST_00999,0.12211716
TEST_01000,0.09806445
TEST_01001,0.0462379
TEST_01002,0.105774656
TEST_01003,0.08043825
TEST_01004,0.070081286
TEST_01005,0.07610574
TEST_01006,0.0448991
TEST_01007,0.19454539
TEST_01008,0.1352391
TEST_01009,0.07321589
TEST_01010,0.11915569
TEST_01011,0.18273334
TEST_01012,0.1068261
TEST_01013,0.1100983
TEST_01014,0.048965737
TEST_01015,0.10449372
TEST_01016,0.1331967
TEST_01017,0.04121042
TEST_01018,0.06559929
TEST_01019,0.14876144
TEST_01020,0.08409802
TEST_01021,0.075491406
TEST_01022,0.12001084
TEST_01023,0.07224826
TEST_01024,0.10169355
TEST_01025,0.11834215
TEST_01026,0.1574631
TEST_01027,0.2696126
TEST_01028,0.13809848
TEST_01029,0.10650089
TEST_01030,0.060309004
TEST_01031,0.05113293
TEST_01032,0.18867126
TEST_01033,0.14220302
TEST_01034,0.06940529
TEST_01035,0.087511644
TEST_01036,0.14403224
TEST_01037,0.16702664
TEST_01038,0.08727756
TEST_01039,0.08980701
TEST_01040,0.10385407
TEST_01041,0.30220526
TEST_01042,0.27759695
TEST_01043,0.05685021
TEST_01044,0.13454722
TEST_01045,0.05860172
TEST_01046,0.07034146
TEST_01047,0.06456211
TEST_01048,0.13471645
TEST_01049,0.28056118
TEST_01050,0.09647565
TEST_01051,0.10773298
TEST_01052,0.09376668
TEST_01053,0.11115173
TEST_01054,0.15476795
TEST_01055,0.06966621
TEST_01056,0.17014378
TEST_01057,0.06108373
TEST_01058,0.07071445
TEST_01059,0.31005874
TEST_01060,0.12232326
TEST_01061,0.08323496
TEST_01062,0.09996972
TEST_01063,0.10106692
TEST_01064,0.08545397
TEST_01065,0.07298588
TEST_01066,0.13197361
TEST_01067,0.122349076
TEST_01068,0.12418483
TEST_01069,0.05533171
TEST_01070,0.09319334
TEST_01071,0.14608265
TEST_01072,0.050612457
TEST_01073,0.08266279
TEST_01074,0.057065815
TEST_01075,0.14214683
